season,season_id,school_id,division,date,game_id,field,opponent_id,opponent_name,runs_scored,runs_allowed,run_difference,TC,PO,A,E,CI,PB,SBA,CSB,IDP,TP,FLD%,CS%
2021,15580,638,2.0,03/26/2021,2041456,away,360,Lock Haven,10,0,10,29.0,21,7,1,0,1,2,0,0,0,0.9655172413793104,0.0
2021,15580,638,2.0,03/27/2021,2041458,home,360,Lock Haven,4,3,1,39.0,27,10,2,0,0,0,0,3,0,0.9487179487179487,
2021,15580,638,2.0,03/27/2021,2041460,home,360,Lock Haven,7,3,4,25.0,21,3,1,0,1,0,0,3,0,0.96,
2021,15580,638,2.0,04/02/2021,2066382,away,543,Jefferson,4,2,2,30.0,21,7,2,0,1,0,0,0,0,0.9333333333333333,
2021,15580,638,2.0,04/02/2021,2066426,away,543,Jefferson,14,0,14,28.0,21,7,0,0,0,0,0,3,0,1.0,
2021,15580,638,2.0,04/08/2021,2020518,home,339,Kutztown,9,5,4,31.0,21,9,1,0,0,0,2,0,0,0.967741935483871,inf
2021,15580,638,2.0,04/08/2021,2024139,home,339,Kutztown,9,0,9,29.0,21,8,0,0,0,0,0,0,0,1.0,
2021,15580,638,2.0,04/09/2021,2069342,away,339,Kutztown,0,7,-7,24.0,18,6,0,0,0,0,0,3,0,1.0,
2021,15580,638,2.0,04/09/2021,2069405,away,339,Kutztown,8,3,5,25.0,21,3,1,0,1,0,0,0,0,0.96,
2021,15580,638,2.0,04/13/2021,2019944,away,423,Millersville,0,8,-8,30.0,18,8,4,0,0,6,0,0,0,0.8666666666666667,0.0
2021,15580,638,2.0,04/13/2021,2025153,away,423,Millersville,3,4,-1,28.0,20,8,0,0,0,0,2,0,0,1.0,inf
2021,15580,638,2.0,04/20/2021,2020175,home,423,Millersville,4,10,-6,36.0,21,11,4,0,0,10,0,3,0,0.8888888888888888,0.0
2021,15580,638,2.0,04/20/2021,2026004,home,0,0.0,6,5,1,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,638,2.0,04/20/2021,2026004,home,423,Millersville,6,5,1,30.0,21,8,1,0,0,2,2,3,0,0.9666666666666667,1.0
2021,15580,638,2.0,04/23/2021,2039739,home,384,Mansfield,3,4,-1,30.0,21,7,2,0,0,0,2,3,0,0.9333333333333333,inf
2021,15580,638,2.0,04/23/2021,2039740,home,384,Mansfield,7,2,5,30.0,21,9,0,0,0,4,0,6,0,1.0,0.0
2021,15580,638,2.0,04/24/2021,2039741,away,384,Mansfield,1,3,-2,25.0,18,7,0,0,1,0,0,3,0,1.0,
2021,15580,638,2.0,04/24/2021,2039742,away,384,Mansfield,9,10,-1,28.0,20,8,0,0,1,4,0,0,0,1.0,0.0
2021,15580,638,2.0,04/29/2021,2022590,home,765,West Chester,5,1,4,27.0,21,4,2,0,0,0,0,3,0,0.9259259259259259,
2021,15580,638,2.0,04/29/2021,2025313,home,765,West Chester,3,4,-1,27.0,21,6,0,0,0,4,2,0,0,1.0,0.5
2021,15580,638,2.0,04/30/2021,2075636,away,765,West Chester,8,11,-3,25.0,18,5,2,0,0,0,0,3,0,0.92,
2021,15580,638,2.0,04/30/2021,2075704,away,765,West Chester,2,14,-12,26.0,18,8,0,0,0,4,0,0,0,1.0,0.0
2021,15580,638,2.0,05/06/2021,2044497,away,65,Bloomsburg,1,13,-12,23.0,18,5,0,0,1,0,0,5,0,1.0,
2021,15580,638,2.0,05/06/2021,2044498,away,65,Bloomsburg,7,4,3,25.0,21,3,1,0,1,0,0,0,0,0.96,
2021,15580,638,2.0,05/07/2021,2044500,home,65,Bloomsburg,9,8,1,33.0,21,10,2,0,1,0,0,0,0,0.9393939393939394,
2021,15580,638,2.0,05/07/2021,2044501,home,65,Bloomsburg,3,6,-3,19.0,15,3,1,0,0,6,0,2,0,0.9473684210526315,0.0
2021,15580,639,1.0,03/21/2021,2063380,home,310,Iona,4,3,1,34.0,21,10,3,0,0,0,0,0,0,0.9117647058823529,
2021,15580,639,1.0,03/21/2021,2063381,home,310,Iona,15,5,10,27.0,21,5,1,0,2,0,0,0,0,0.9629629629629629,
2021,15580,639,1.0,03/22/2021,2063382,home,310,Iona,10,16,-6,27.0,21,4,2,0,0,4,0,0,0,0.9259259259259259,0.0
2021,15580,639,1.0,03/22/2021,2063395,home,310,Iona,7,10,-3,41.0,27,10,4,0,0,0,0,3,0,0.9024390243902439,
2021,15580,639,1.0,03/26/2021,2065117,home,482,Niagara,0,2,-2,26.0,21,5,0,0,0,2,0,3,0,1.0,0.0
2021,15580,639,1.0,03/26/2021,2065201,home,482,Niagara,11,4,7,32.0,27,5,0,0,0,4,0,2,0,1.0,0.0
2021,15580,639,1.0,03/27/2021,2019297,home,482,Niagara,1,3,-2,27.0,21,4,2,0,0,2,0,0,0,0.9259259259259259,0.0
2021,15580,639,1.0,03/27/2021,2024533,home,482,Niagara,9,10,-1,37.0,27,10,0,0,0,0,0,0,0,1.0,
2021,15580,639,1.0,04/02/2021,2019940,away,439,Monmouth,0,6,-6,26.0,18,6,2,0,1,2,0,2,0,0.9230769230769231,0.0
2021,15580,639,1.0,04/02/2021,2025150,away,439,Monmouth,0,5,-5,30.0,24,6,0,0,0,4,0,2,0,1.0,0.0
2021,15580,639,1.0,04/03/2021,2020153,away,439,Monmouth,0,2,-2,23.0,18,4,1,0,0,4,0,2,0,0.9565217391304348,0.0
2021,15580,639,1.0,04/03/2021,2025861,away,439,Monmouth,1,13,-12,26.0,18,6,2,0,0,6,0,0,0,0.9230769230769231,0.0
2021,15580,639,1.0,04/09/2021,2069347,away,562,Quinnipiac,10,6,4,29.0,21,6,2,0,0,0,0,0,0,0.9310344827586207,
2021,15580,639,1.0,04/09/2021,2069414,away,562,Quinnipiac,1,11,-10,33.0,22,8,3,0,0,6,0,0,0,0.9090909090909091,0.0
2021,15580,639,1.0,04/10/2021,2020764,away,562,Quinnipiac,8,6,2,30.0,21,7,2,0,0,0,1,0,0,0.9333333333333333,inf
2021,15580,639,1.0,04/10/2021,2024301,away,562,Quinnipiac,5,9,-4,36.0,24,10,2,0,0,8,0,3,0,0.9444444444444444,0.0
2021,15580,639,1.0,04/14/2021,2024301,home,0,0.0,5,9,-4,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,639,1.0,04/17/2021,2021432,home,381,Manhattan,12,4,8,29.0,21,8,0,0,0,2,0,3,0,1.0,0.0
2021,15580,639,1.0,04/17/2021,2024630,home,381,Manhattan,0,11,-11,32.0,21,10,1,0,0,2,0,5,0,0.96875,0.0
2021,15580,639,1.0,04/18/2021,2021653,home,381,Manhattan,11,13,-2,35.0,24,9,2,0,0,2,2,3,0,0.9428571428571428,1.0
2021,15580,639,1.0,04/18/2021,2025717,home,381,Manhattan,4,7,-3,27.0,21,5,1,0,0,4,0,0,0,0.9629629629629629,0.0
2021,15580,639,1.0,04/20/2021,2072807,away,386,Marist,1,16,-15,22.0,18,3,1,0,1,0,0,0,0,0.9545454545454546,
2021,15580,639,1.0,04/20/2021,2072865,away,386,Marist,3,16,-13,25.0,18,3,4,0,0,2,0,0,0,0.84,0.0
2021,15580,639,1.0,04/23/2021,2073472,home,617,Saint Peter's,8,1,7,23.0,21,1,1,0,1,0,0,0,0,0.9565217391304348,
2021,15580,639,1.0,04/23/2021,2073584,home,617,Saint Peter's,10,0,10,31.0,21,9,1,0,0,0,0,5,0,0.967741935483871,
2021,15580,639,1.0,04/24/2021,2022094,home,617,Saint Peter's,14,1,13,27.0,21,3,3,0,0,0,0,0,0,0.8888888888888888,
2021,15580,639,1.0,04/24/2021,2024859,home,617,Saint Peter's,7,0,7,35.0,27,8,0,0,0,0,0,0,0,1.0,
2021,15580,639,1.0,05/01/2021,2022779,away,220,Fairfield,1,2,-1,28.0,18,8,2,0,0,0,0,0,0,0.9285714285714286,
2021,15580,639,1.0,05/01/2021,2026122,away,220,Fairfield,0,10,-10,27.0,18,5,4,0,0,2,2,0,0,0.8518518518518519,1.0
2021,15580,639,1.0,05/02/2021,2022957,away,220,Fairfield,6,1,5,28.0,21,7,0,0,0,0,2,2,0,1.0,inf
2021,15580,639,1.0,05/02/2021,2026636,away,220,Fairfield,0,4,-4,31.0,24,7,0,0,0,0,2,0,0,1.0,inf
2021,15580,639,1.0,05/08/2021,2077679,home,576,Rider,0,1,-1,26.0,21,5,0,0,0,0,0,0,0,1.0,
2021,15580,639,1.0,05/08/2021,2077744,home,576,Rider,3,0,3,38.0,27,10,1,0,0,0,0,0,0,0.9736842105263158,
2021,15580,639,1.0,05/09/2021,2077750,home,576,Rider,4,0,4,29.0,21,7,1,0,0,0,0,0,0,0.9655172413793104,
2021,15580,639,1.0,05/09/2021,2077754,home,576,Rider,9,3,6,43.0,27,13,3,0,1,2,0,0,0,0.9302325581395349,0.0
2021,15580,639,1.0,05/12/2021,2078820,away,386,Marist,6,13,-7,24.0,18,5,1,0,1,2,0,0,0,0.9583333333333334,0.0
2021,15580,639,1.0,05/12/2021,2078866,away,386,Marist,2,10,-8,32.0,24,7,1,0,1,6,0,0,0,0.96875,0.0
2021,15580,639,1.0,05/21/2021,2079672,away,439,Monmouth,13,5,8,33.0,27,5,1,0,0,0,0,0,0,0.9696969696969697,
2021,15580,639,1.0,05/21/2021,2079673,away,439,Monmouth,2,14,-12,27.0,24,3,0,0,0,6,2,0,0,1.0,0.3333333333333333
2021,15580,639,1.0,05/22/2021,2079674,away,439,Monmouth,4,6,-2,35.0,24,8,3,0,0,2,0,1,0,0.9142857142857143,0.0
2021,15580,641,3.0,02/27/2021,2044721,away,297,Illinois Col.,7,3,4,28.0,21,7,0,0,1,2,0,3,0,1.0,0.0
2021,15580,641,3.0,02/27/2021,2044723,away,297,Illinois Col.,8,4,4,40.0,27,10,3,0,3,0,0,6,0,0.925,
2021,15580,641,3.0,03/10/2021,2048269,neutral,60,Bethel (MN),0,1,-1,27.0,21,6,0,0,0,2,0,3,0,1.0,0.0
2021,15580,641,3.0,03/10/2021,2048271,neutral,60,Bethel (MN),5,3,2,29.0,21,7,1,0,0,2,0,3,0,0.9655172413793104,0.0
2021,15580,641,3.0,03/13/2021,2026355,away,438,Monmouth (IL),2,4,-2,35.0,24,10,1,0,1,2,0,1,0,0.9714285714285714,0.0
2021,15580,641,3.0,03/13/2021,2059800,away,438,Monmouth (IL),7,10,-3,33.0,24,7,2,0,0,0,0,0,0,0.9393939393939394,
2021,15580,641,3.0,03/20/2021,2048264,away,84,Buena Vista,14,15,-1,41.0,25,15,1,0,0,8,2,0,0,0.975609756097561,0.25
2021,15580,641,3.0,03/20/2021,2062991,away,84,Buena Vista,3,6,-3,27.0,18,6,3,0,0,6,0,0,0,0.8888888888888888,0.0
2021,15580,641,3.0,03/21/2021,2018441,away,84,Buena Vista,7,13,-6,26.0,18,7,1,0,0,4,4,2,0,0.9615384615384616,1.0
2021,15580,641,3.0,03/21/2021,2026159,away,84,Buena Vista,9,2,7,33.0,27,6,0,0,0,0,0,0,0,1.0,
2021,15580,641,3.0,04/01/2021,2019772,home,364,Loras,4,3,1,29.0,21,7,1,0,0,0,0,3,0,0.9655172413793104,
2021,15580,641,3.0,04/01/2021,2024298,home,364,Loras,11,15,-4,41.0,27,11,3,0,0,0,0,0,0,0.926829268292683,
2021,15580,641,3.0,04/03/2021,2020145,home,364,Loras,0,1,-1,32.0,21,9,2,0,0,2,2,3,0,0.9375,1.0
2021,15580,641,3.0,04/03/2021,2025853,home,364,Loras,4,11,-7,41.0,27,11,3,0,2,0,2,0,0,0.926829268292683,inf
2021,15580,641,3.0,04/11/2021,2048257,home,750,Wartburg,5,4,1,39.0,24,12,3,0,0,2,6,0,0,0.9230769230769231,3.0
2021,15580,641,3.0,04/11/2021,2048258,home,750,Wartburg,6,7,-1,33.0,24,9,0,0,0,0,0,0,0,1.0,
2021,15580,641,3.0,04/12/2021,2048260,home,750,Wartburg,11,2,9,28.0,21,7,0,0,0,2,0,0,0,1.0,0.0
2021,15580,641,3.0,04/12/2021,2048262,home,750,Wartburg,1,13,-12,31.0,21,9,1,0,0,0,0,3,0,0.967741935483871,
2021,15580,641,3.0,04/15/2021,2021054,away,150,Coe,4,9,-5,21.0,18,3,0,0,0,2,2,0,0,1.0,1.0
2021,15580,641,3.0,04/15/2021,2048253,away,150,Coe,8,11,-3,38.0,24,9,5,0,0,4,0,3,0,0.868421052631579,0.0
2021,15580,641,3.0,04/17/2021,2048255,away,150,Coe,5,16,-11,26.0,18,7,1,0,0,2,2,3,0,0.9615384615384616,1.0
2021,15580,641,3.0,04/17/2021,2048256,away,150,Coe,4,5,-1,40.0,26,14,0,0,1,8,1,0,0,1.0,0.125
2021,15580,641,3.0,04/23/2021,2021942,home,462,Neb. Wesleyan,2,0,2,27.0,21,5,1,0,0,0,0,2,0,0.9629629629629629,
2021,15580,641,3.0,04/23/2021,2026477,home,462,Neb. Wesleyan,8,5,3,36.0,27,7,2,0,1,0,0,0,0,0.9444444444444444,
2021,15580,641,3.0,04/24/2021,2022131,home,462,Neb. Wesleyan,2,6,-4,30.0,21,4,5,0,0,6,0,4,0,0.8333333333333334,0.0
2021,15580,641,3.0,04/24/2021,2025110,home,462,Neb. Wesleyan,6,4,2,34.0,27,7,0,0,0,2,0,0,0,1.0,0.0
2021,15580,641,3.0,04/30/2021,2040008,away,372,Luther,5,6,-1,24.0,19,3,2,0,0,2,0,0,0,0.9166666666666666,0.0
2021,15580,641,3.0,04/30/2021,2040011,away,372,Luther,10,14,-4,36.0,24,10,2,0,0,8,0,3,0,0.9444444444444444,0.0
2021,15580,641,3.0,05/02/2021,2040014,away,372,Luther,3,1,2,26.0,21,4,1,0,0,0,0,0,0,0.9615384615384616,
2021,15580,641,3.0,05/02/2021,2040015,away,372,Luther,5,10,-5,37.0,24,9,4,0,0,2,2,0,0,0.8918918918918919,1.0
2021,15580,641,3.0,05/07/2021,2023162,home,192,Dubuque,1,0,1,38.0,24,13,1,0,0,2,4,3,0,0.9736842105263158,2.0
2021,15580,641,3.0,05/07/2021,2024908,home,192,Dubuque,0,6,-6,33.0,21,11,1,0,0,2,0,0,0,0.9696969696969697,0.0
2021,15580,641,3.0,05/08/2021,2023309,home,192,Dubuque,3,2,1,27.0,21,6,0,0,0,0,0,0,0,1.0,
2021,15580,641,3.0,05/08/2021,2025505,home,192,Dubuque,1,5,-4,36.0,27,8,1,0,0,4,2,1,0,0.9722222222222222,0.5
2021,15580,641,3.0,05/14/2021,2021768,away,126,Central (IA),1,0,1,29.0,21,7,1,0,0,2,4,1,0,0.9655172413793104,2.0
2021,15580,641,3.0,05/14/2021,2026075,away,126,Central (IA),5,3,2,38.0,27,10,1,0,0,0,0,3,0,0.9736842105263158,
2021,15580,641,3.0,05/16/2021,2040581,away,126,Central (IA),6,0,6,34.0,21,12,1,0,0,2,2,3,0,0.9705882352941176,1.0
2021,15580,641,3.0,05/16/2021,2040582,away,126,Central (IA),10,2,8,38.0,27,10,1,0,0,0,0,6,0,0.9736842105263158,
2021,15580,641,3.0,05/20/2021,2079405,away,364,Loras,12,3,9,32.0,27,4,1,1,0,0,0,0,0,0.96875,
2021,15580,641,3.0,05/21/2021,2079985,away,372,Luther,6,9,-3,36.0,24,11,1,0,0,4,0,3,0,0.9722222222222222,0.0
2021,15580,641,3.0,05/21/2021,2080145,neutral,364,Loras,2,14,-12,25.0,18,6,1,0,2,2,0,2,0,0.96,0.0
2021,15580,642,3.0,03/21/2021,2062441,home,475,SUNY New Paltz,1,6,-5,41.0,27,11,3,0,0,2,0,0,0,0.926829268292683,0.0
2021,15580,642,3.0,03/21/2021,2062442,home,475,SUNY New Paltz,1,7,-6,29.0,21,6,2,0,0,10,0,0,0,0.9310344827586207,0.0
2021,15580,642,3.0,03/23/2021,2062456,home,123,Castleton,13,3,10,38.0,27,10,1,0,0,8,0,3,0,0.9736842105263158,0.0
2021,15580,642,3.0,04/11/2021,2062456,home,0,0.0,13,3,10,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,642,3.0,04/24/2021,2061782,away,727,Union (NY),3,4,-1,45.0,31,12,2,0,0,0,0,3,0,0.9555555555555556,
2021,15580,642,3.0,04/24/2021,2061814,away,727,Union (NY),7,14,-7,26.0,18,7,1,0,0,6,0,0,0,0.9615384615384616,0.0
2021,15580,642,3.0,04/28/2021,2072975,away,570,Rensselaer,7,8,-1,28.0,19,9,0,0,1,0,0,0,0,1.0,
2021,15580,642,3.0,04/28/2021,2072976,away,570,Rensselaer,5,4,1,28.0,21,7,0,0,1,0,4,0,0,1.0,inf
2021,15580,642,3.0,05/01/2021,2064302,home,962,Bard,6,5,1,33.0,21,11,1,0,0,0,2,6,0,0.9696969696969697,inf
2021,15580,642,3.0,05/01/2021,2064303,home,962,Bard,5,9,-4,42.0,27,12,3,0,0,4,3,0,0,0.9285714285714286,0.75
2021,15580,642,3.0,05/02/2021,2064304,away,962,Bard,11,3,8,31.0,21,10,0,0,0,2,3,0,0,1.0,1.5
2021,15580,642,3.0,05/02/2021,2064305,away,962,Bard,7,2,5,41.0,27,13,1,0,0,0,0,0,0,0.975609756097561,
2021,15580,642,3.0,05/07/2021,2060208,away,607,St. Lawrence,11,0,11,33.0,27,6,0,0,0,2,0,0,0,1.0,0.0
2021,15580,642,3.0,05/07/2021,2077527,away,607,St. Lawrence,2,9,-7,27.0,18,5,4,0,0,4,0,0,0,0.8518518518518519,0.0
2021,15580,642,3.0,05/09/2021,2060209,home,607,St. Lawrence,10,7,3,30.0,21,9,0,0,0,4,0,3,0,1.0,0.0
2021,15580,642,3.0,05/09/2021,2060210,home,607,St. Lawrence,4,7,-3,34.0,27,6,1,0,0,6,1,3,0,0.9705882352941176,0.16666666666666666
2021,15580,643,2.0,03/06/2021,2017309,home,1439,West Virginia St.,5,9,-4,36.0,21,12,3,0,1,4,2,0,0,0.9166666666666666,0.5
2021,15580,643,2.0,03/06/2021,2024212,home,1439,West Virginia St.,8,5,3,36.0,21,9,6,0,0,4,0,0,0,0.8333333333333334,0.0
2021,15580,643,2.0,03/07/2021,2017449,home,1439,West Virginia St.,12,4,8,31.0,27,3,1,0,1,0,0,0,0,0.967741935483871,
2021,15580,643,2.0,03/12/2021,2017799,home,307,Indiana (PA),7,5,2,26.0,21,4,1,0,1,2,0,0,0,0.9615384615384616,0.0
2021,15580,643,2.0,03/12/2021,2026147,home,307,Indiana (PA),9,2,7,25.0,21,3,1,0,0,0,2,0,0,0.96,inf
2021,15580,643,2.0,03/14/2021,2050831,home,243,Frostburg St.,8,5,3,27.0,21,5,1,0,0,4,0,0,0,0.9629629629629629,0.0
2021,15580,643,2.0,03/14/2021,2050833,home,243,Frostburg St.,13,12,1,34.0,24,7,3,0,2,2,0,0,0,0.9117647058823529,0.0
2021,15580,643,2.0,03/19/2021,2018738,home,143,Clarion,1,3,-2,33.0,21,10,2,0,0,0,2,0,0,0.9393939393939394,inf
2021,15580,643,2.0,03/19/2021,2027579,home,143,Clarion,8,1,7,27.0,21,6,0,0,1,0,2,3,0,1.0,inf
2021,15580,643,2.0,03/20/2021,2018561,home,143,Clarion,2,1,1,26.0,21,4,1,0,0,2,0,0,0,0.9615384615384616,0.0
2021,15580,643,2.0,03/20/2021,2026555,home,143,Clarion,13,2,11,29.0,21,7,1,0,0,0,2,0,0,0.9655172413793104,inf
2021,15580,643,2.0,03/26/2021,2019124,away,106,Cal U (PA),7,4,3,7.0,1,6,0,0,0,1,0,0,0,1.0,0.0
2021,15580,643,2.0,03/26/2021,2019124,away,106,California (PA),7,4,3,24.0,20,4,0,0,0,1,0,0,0,1.0,0.0
2021,15580,643,2.0,03/26/2021,2026430,away,106,Cal U (PA),4,5,-1,7.0,6,0,1,0,0,0,0,0,0,0.8571428571428571,
2021,15580,643,2.0,03/26/2021,2026430,away,106,California (PA),4,5,-1,18.0,12,4,2,0,0,2,0,0,0,0.8888888888888888,0.0
2021,15580,643,2.0,03/27/2021,2019255,home,106,Cal U (PA),8,1,7,5.0,4,1,0,0,0,0,1,0,0,1.0,inf
2021,15580,643,2.0,03/27/2021,2019255,home,106,California (PA),8,1,7,18.0,17,1,0,0,0,0,1,0,0,1.0,inf
2021,15580,643,2.0,03/27/2021,2024278,home,106,Cal U (PA),9,3,6,4.0,2,2,0,0,0,0,0,0,0,1.0,
2021,15580,643,2.0,03/27/2021,2024278,home,106,California (PA),9,3,6,25.0,19,5,1,0,0,0,0,3,0,0.96,
2021,15580,643,2.0,04/05/2021,2020129,away,246,Gannon,3,7,-4,30.0,18,10,2,0,0,0,0,6,0,0.9333333333333333,
2021,15580,643,2.0,04/05/2021,2025837,away,246,Gannon,4,5,-1,24.0,18,5,1,0,0,6,0,0,0,0.9583333333333334,0.0
2021,15580,643,2.0,04/06/2021,2019875,home,246,Gannon,5,4,1,31.0,21,10,0,0,0,2,0,3,0,1.0,0.0
2021,15580,643,2.0,04/06/2021,2024830,home,246,Gannon,4,3,1,33.0,21,12,0,0,0,4,2,0,0,1.0,0.5
2021,15580,643,2.0,04/16/2021,2024830,home,0,0.0,4,3,1,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,643,2.0,04/17/2021,2024830,home,0,0.0,4,3,1,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,643,2.0,04/23/2021,2021951,away,546,Pitt.-Johnstown,0,4,-4,31.0,18,11,2,0,0,2,0,2,0,0.9354838709677419,0.0
2021,15580,643,2.0,04/23/2021,2026483,away,546,Pitt.-Johnstown,2,5,-3,24.0,18,6,0,0,0,2,0,3,0,1.0,0.0
2021,15580,643,2.0,04/24/2021,2022044,home,546,Pitt.-Johnstown,2,1,1,30.0,21,8,1,0,0,4,0,0,0,0.9666666666666667,0.0
2021,15580,643,2.0,04/24/2021,2024363,home,546,Pitt.-Johnstown,9,6,3,29.0,21,8,0,0,0,2,0,0,0,1.0,0.0
2021,15580,643,2.0,04/27/2021,2020520,away,30063,Seton Hill,0,11,-11,24.0,18,5,1,0,0,2,0,0,0,0.9583333333333334,0.0
2021,15580,643,2.0,04/27/2021,2024141,away,30063,Seton Hill,1,6,-5,28.0,18,10,0,0,0,6,2,9,0,1.0,0.3333333333333333
2021,15580,643,2.0,04/30/2021,2022577,home,408,Mercyhurst,10,2,8,27.0,21,6,0,0,0,0,0,0,0,1.0,
2021,15580,643,2.0,04/30/2021,2025300,home,408,Mercyhurst,5,7,-2,23.0,21,2,0,0,0,2,0,0,0,1.0,0.0
2021,15580,643,2.0,05/01/2021,2022740,away,408,Mercyhurst,3,0,3,25.0,21,4,0,0,1,0,0,0,0,1.0,
2021,15580,643,2.0,05/01/2021,2025919,away,408,Mercyhurst,2,6,-4,25.0,18,6,1,0,0,0,0,0,0,0.96,
2021,15580,643,2.0,05/03/2021,2074640,home,143,Clarion,3,10,-7,30.0,21,6,3,0,0,0,0,0,0,0.9,
2021,15580,643,2.0,05/03/2021,2074641,home,143,Clarion,9,2,7,25.0,21,4,0,0,0,0,0,3,0,1.0,
2021,15580,643,2.0,05/04/2021,2020645,home,30063,Seton Hill,5,8,-3,28.0,21,6,1,0,0,2,0,3,0,0.9642857142857143,0.0
2021,15580,643,2.0,05/04/2021,2025600,home,30063,Seton Hill,2,7,-5,35.0,21,13,1,0,0,2,2,6,0,0.9714285714285714,1.0
2021,15580,643,2.0,05/07/2021,2023170,home,307,Indiana (PA),4,1,3,25.0,21,4,0,0,0,0,0,2,0,1.0,
2021,15580,643,2.0,05/07/2021,2024914,home,307,Indiana (PA),5,1,4,24.0,21,3,0,0,0,2,2,0,0,1.0,1.0
2021,15580,643,2.0,05/08/2021,2023251,away,307,Indiana (PA),5,0,5,24.0,21,3,0,0,0,0,0,0,0,1.0,
2021,15580,643,2.0,05/08/2021,2025321,away,307,Indiana (PA),6,1,5,30.0,21,8,1,0,0,2,0,0,0,0.9666666666666667,0.0
2021,15580,646,1.0,02/19/2021,2047604,home,654,Southeast Mo. St.,2,4,-2,40.0,27,10,3,0,0,2,2,5,0,0.925,1.0
2021,15580,646,1.0,02/20/2021,2038056,home,654,Southeast Mo. St.,6,5,1,38.0,27,9,2,0,0,2,0,3,0,0.9473684210526315,0.0
2021,15580,646,1.0,02/21/2021,2038059,home,654,Southeast Mo. St.,6,8,-2,41.0,30,9,2,0,0,10,0,0,0,0.9512195121951219,0.0
2021,15580,646,1.0,02/23/2021,2016527,home,664,Southern Miss.,5,3,2,38.0,27,9,2,0,0,0,0,3,0,0.9473684210526315,
2021,15580,646,1.0,02/26/2021,2016591,away,527,Oral Roberts,7,1,6,35.0,27,7,1,0,0,0,2,2,0,0.9714285714285714,inf
2021,15580,646,1.0,02/27/2021,2016779,away,527,Oral Roberts,4,3,1,42.0,30,12,0,0,1,2,2,2,0,1.0,1.0
2021,15580,646,1.0,02/27/2021,2024702,away,527,Oral Roberts,2,9,-7,37.0,24,8,5,1,0,0,1,0,0,0.8648648648648649,inf
2021,15580,646,1.0,03/03/2021,2017071,away,474,New Orleans,5,0,5,37.0,27,10,0,0,0,2,2,0,0,1.0,1.0
2021,15580,646,1.0,03/05/2021,2017234,home,419,Middle Tenn.,5,4,1,41.0,30,9,2,0,0,0,0,0,0,0.9512195121951219,
2021,15580,646,1.0,03/06/2021,2017430,home,419,Middle Tenn.,2,8,-6,39.0,27,11,1,0,0,8,4,0,0,0.9743589743589743,0.5
2021,15580,646,1.0,03/07/2021,2017587,home,419,Middle Tenn.,2,4,-2,40.0,30,8,2,0,0,14,2,1,0,0.95,0.14285714285714285
2021,15580,646,1.0,03/09/2021,2017618,away,8,Alabama,8,11,-3,39.0,25,11,3,0,0,0,0,3,0,0.9230769230769231,
2021,15580,646,1.0,03/12/2021,2017795,home,315,Jacksonville St.,2,11,-9,36.0,27,8,1,0,0,0,0,0,0,0.9722222222222222,
2021,15580,646,1.0,03/13/2021,2017908,home,315,Jacksonville St.,2,8,-6,34.0,27,7,0,0,0,2,0,0,0,1.0,0.0
2021,15580,646,1.0,03/14/2021,2018147,home,315,Jacksonville St.,7,5,2,36.0,27,9,0,0,1,2,2,2,0,1.0,1.0
2021,15580,646,1.0,03/16/2021,2018261,home,664,Southern Miss.,8,2,6,35.0,27,8,0,0,0,2,0,0,0,1.0,0.0
2021,15580,646,1.0,03/19/2021,2018490,away,702,UT Arlington,2,3,-1,34.0,24,10,0,0,0,2,0,0,0,1.0,0.0
2021,15580,646,1.0,03/20/2021,2018716,away,702,UT Arlington,6,4,2,41.0,27,13,1,0,0,0,2,2,0,0.975609756097561,inf
2021,15580,646,1.0,03/21/2021,2018838,away,702,UT Arlington,6,3,3,34.0,27,7,0,0,0,2,0,0,0,1.0,0.0
2021,15580,646,1.0,03/23/2021,2018838,home,0,0.0,6,3,3,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,646,1.0,03/26/2021,2035057,away,508,Northwestern St.,8,6,2,40.0,27,12,1,0,0,4,2,0,0,0.975,0.5
2021,15580,646,1.0,03/27/2021,2035059,away,508,Northwestern St.,6,5,1,36.0,27,9,0,0,0,2,0,3,0,1.0,0.0
2021,15580,646,1.0,03/28/2021,2035061,away,508,Northwestern St.,12,1,11,35.0,27,7,1,0,0,0,2,3,0,0.9714285714285714,inf
2021,15580,646,1.0,03/30/2021,2019621,away,365,LSU,1,11,-10,30.0,24,6,0,0,0,0,0,0,0,1.0,
2021,15580,646,1.0,04/01/2021,2019749,home,716,Troy,6,0,6,34.0,27,7,0,0,0,0,2,7,0,1.0,inf
2021,15580,646,1.0,04/02/2021,2019854,home,716,Troy,6,3,3,36.0,27,9,0,0,0,0,0,3,0,1.0,
2021,15580,646,1.0,04/03/2021,2020066,home,716,Troy,8,0,8,31.0,27,4,0,0,0,2,0,0,0,1.0,0.0
2021,15580,646,1.0,04/09/2021,2020451,away,32,Little Rock,3,7,-4,34.0,24,9,1,0,0,0,0,0,0,0.9705882352941176,
