season,season_id,school_id,division,W,L,SV,CG,SHO,IP,H,R,ER,2B,3B,HR,BB,IBB,SO,HB,Bk,WP,BF,P-OAB,IR,IRS,SHA,SFA,GO,FO,KL,pickoffs,W-L%,ERA,WHIP,H9,HR9,BB9,SO9,SO/BB,RA9
2023,16340,709,1.0,1,2,1,0.0,0,25.0,32,22,18,10,1,0,24,1,22,3,1,3,129,101,9,4,1,0,18,28,5,1.0,0.3333333333333333,6.4799999999999995,2.24,11.52,0.0,8.64,7.92,0.9166666666666666,7.92
2023,16340,711,1.0,0,3,0,0.0,0,24.0,20,26,21,3,0,1,18,0,22,3,0,7,113,87,8,6,1,4,24,22,8,0.0,0.0,7.875,1.5833333333333333,7.5,0.375,6.75,8.25,1.2222222222222223,9.75
2023,16340,716,1.0,4,0,1,0.0,0,35.666666666666664,33,25,21,6,1,5,17,0,50,4,1,2,163,137,7,1,1,4,25,27,15,0.0,1.0,5.299065420560749,1.4018691588785048,8.327102803738319,1.2616822429906542,4.289719626168225,12.616822429906543,2.9411764705882355,6.308411214953272
2023,16340,718,1.0,0,5,0,0.0,0,40.666666666666664,36,26,21,6,4,3,22,1,37,8,0,3,190,152,13,3,2,6,46,38,8,1.0,0.0,4.647540983606557,1.4262295081967213,7.967213114754099,0.6639344262295082,4.868852459016394,8.188524590163935,1.6818181818181819,5.754098360655738
2023,16340,721,1.0,1,3,1,0.0,0,34.0,38,22,20,13,2,2,15,1,33,4,1,3,153,130,4,2,0,4,30,30,7,1.0,0.25,5.294117647058823,1.5588235294117647,10.058823529411764,0.5294117647058824,3.9705882352941178,8.735294117647058,2.2,5.8235294117647065
2023,16340,725,1.0,2,1,2,0.0,0,26.0,31,15,15,4,1,3,10,0,35,5,1,1,123,106,6,2,1,1,18,23,13,0.0,0.6666666666666666,5.192307692307692,1.5769230769230769,10.73076923076923,1.0384615384615385,3.4615384615384617,12.115384615384617,3.5,5.192307692307692
2023,16340,726,1.0,1,2,1,0.0,0,23.0,35,29,21,5,2,5,12,0,19,3,0,2,121,103,4,3,1,2,19,29,3,0.0,0.3333333333333333,8.217391304347826,2.0434782608695654,13.695652173913045,1.9565217391304348,4.695652173913043,7.434782608695652,1.5833333333333333,11.347826086956522
2023,16340,732,1.0,0,4,0,0.0,0,33.0,35,26,25,8,2,3,12,0,41,5,0,6,150,131,11,6,1,1,27,28,13,3.0,0.0,6.818181818181818,1.4242424242424243,9.545454545454545,0.8181818181818182,3.272727272727273,11.181818181818182,3.4166666666666665,7.090909090909091
2023,16340,735,1.0,1,2,0,0.0,0,25.0,18,14,8,4,0,2,17,0,26,0,0,5,110,91,3,0,1,1,18,28,6,0.0,0.3333333333333333,2.88,1.4,6.4799999999999995,0.72,6.12,9.36,1.5294117647058822,5.040000000000001
2023,16340,736,1.0,0,1,0,0.0,0,9.0,6,5,4,0,0,0,2,0,16,0,0,1,34,30,1,0,1,1,6,3,5,0.0,0.0,4.0,0.8888888888888888,6.0,0.0,2.0,16.0,8.0,5.0
2023,16340,739,1.0,0,2,0,0.0,0,16.0,21,29,29,3,2,1,22,1,18,11,0,5,101,63,13,5,2,3,11,18,9,0.0,0.0,16.3125,2.6875,11.8125,0.5625,12.375,10.125,0.8181818181818182,16.3125
2023,16340,740,1.0,2,2,2,0.0,0,33.0,37,24,20,6,1,4,19,0,32,6,0,2,159,133,9,5,1,0,24,37,11,0.0,0.5,5.454545454545455,1.696969696969697,10.09090909090909,1.0909090909090908,5.1818181818181825,8.727272727272727,1.6842105263157894,6.545454545454546
2023,16340,741,1.0,1,2,1,0.0,0,24.0,42,34,32,12,0,9,15,0,14,2,0,1,131,113,13,4,0,1,24,29,6,1.0,0.3333333333333333,12.0,2.375,15.75,3.375,5.625,5.25,0.9333333333333333,12.75
2023,16340,742,1.0,3,2,0,0.0,0,41.333333333333336,33,21,19,10,0,3,20,0,45,4,0,5,178,152,15,5,1,1,44,30,14,0.0,0.6,4.137096774193548,1.282258064516129,7.185483870967742,0.6532258064516128,4.354838709677419,9.798387096774192,2.25,4.57258064516129
2023,16340,746,1.0,6,0,1,0.0,0,50.0,39,15,13,6,0,3,11,0,69,2,0,1,195,180,2,1,1,1,28,44,18,3.0,1.0,2.34,1.0,7.0200000000000005,0.54,1.98,12.419999999999998,6.2727272727272725,2.6999999999999997
2023,16340,748,1.0,0,3,0,0.0,0,24.0,31,24,23,6,0,3,18,0,18,7,0,3,125,99,9,4,0,1,21,30,5,0.0,0.0,8.625,2.0416666666666665,11.625,1.125,6.75,6.75,1.0,9.0
2023,16340,749,1.0,5,0,1,0.0,0,43.0,25,10,8,2,0,3,11,0,68,8,0,2,170,149,2,0,0,1,33,24,16,0.0,1.0,1.6744186046511627,0.8372093023255814,5.232558139534884,0.627906976744186,2.302325581395349,14.232558139534882,6.181818181818182,2.0930232558139537
2023,16340,754,1.0,5,1,2,0.0,0,53.0,47,26,16,15,0,1,22,0,71,2,0,10,231,205,11,3,1,0,39,42,18,0.0,0.8333333333333334,2.7169811320754715,1.3018867924528301,7.981132075471699,0.16981132075471697,3.7358490566037736,12.056603773584905,3.227272727272727,4.415094339622642
2023,16340,756,1.0,2,2,1,0.0,0,34.0,36,29,25,8,2,7,24,1,40,6,3,3,164,130,0,0,3,1,25,32,10,0.0,0.5,6.61764705882353,1.7647058823529411,9.529411764705882,1.852941176470588,6.352941176470589,10.588235294117647,1.6666666666666667,7.6764705882352935
2023,16340,768,1.0,3,2,1,0.0,0,45.0,35,24,21,8,1,3,25,0,36,6,0,1,200,162,23,3,5,2,52,41,8,0.0,0.6,4.2,1.3333333333333333,7.0,0.6,5.0,7.2,1.44,4.8
2023,16340,769,1.0,2,4,0,0.0,0,50.0,46,34,25,9,2,7,19,0,52,2,2,10,217,194,16,7,1,1,43,45,21,1.0,0.3333333333333333,4.5,1.3,8.280000000000001,1.2600000000000002,3.42,9.36,2.736842105263158,6.12
2023,16340,771,1.0,1,3,1,0.0,0,32.0,31,24,23,3,2,5,29,0,39,7,1,7,158,122,10,4,0,0,25,24,13,0.0,0.25,6.46875,1.875,8.71875,1.40625,8.15625,10.96875,1.3448275862068966,6.75
2023,16340,772,1.0,1,0,1,0.0,0,4.666666666666666,1,0,0,0,0,0,1,0,6,0,0,0,15,14,5,2,0,0,5,2,2,0.0,1.0,0.0,0.4285714285714286,1.9285714285714288,0.0,1.9285714285714288,11.571428571428573,6.0,0.0
2023,16340,774,1.0,0,3,0,0.0,0,24.0,23,20,19,3,2,3,18,1,16,3,0,2,110,85,6,5,0,4,22,27,6,0.0,0.0,7.125,1.7083333333333333,8.625,1.125,6.75,6.0,0.8888888888888888,7.5
2023,16340,782,1.0,2,3,0,0.0,0,41.333333333333336,47,28,26,8,1,6,12,0,36,8,0,3,197,171,12,5,3,3,37,52,8,0.0,0.4,5.661290322580645,1.4274193548387095,10.233870967741934,1.3064516129032255,2.612903225806451,7.838709677419355,3.0,6.096774193548387
2023,16340,786,1.0,1,2,0,0.0,0,26.333333333333332,23,16,11,3,0,2,16,0,39,5,0,3,125,102,1,0,1,1,22,18,9,1.0,0.3333333333333333,3.759493670886076,1.4810126582278482,7.860759493670886,0.6835443037974683,5.468354430379747,13.329113924050635,2.4375,5.468354430379747
2023,16340,792,1.0,3,1,1,0.0,0,35.0,35,30,28,3,1,6,21,0,42,4,0,5,167,142,13,9,0,0,30,32,8,0.0,0.75,7.2,1.6,9.0,1.542857142857143,5.3999999999999995,10.799999999999999,2.0,7.7142857142857135
2023,16340,797,1.0,0,1,0,0.0,0,8.0,12,9,5,2,0,0,7,1,12,4,1,1,46,34,2,0,1,0,6,2,6,2.0,0.0,5.625,2.375,13.5,0.0,7.875,13.5,1.7142857142857142,10.125
2023,16340,810,1.0,1,3,0,0.0,0,30.333333333333332,38,36,32,8,2,3,15,0,26,13,0,7,156,124,8,4,3,1,28,34,9,0.0,0.25,9.494505494505495,1.7472527472527473,11.274725274725274,0.8901098901098902,4.450549450549451,7.714285714285715,1.7333333333333334,10.68131868131868
2023,16340,812,1.0,1,5,0,0.0,0,47.333333333333336,51,36,33,10,0,10,16,0,47,8,0,3,212,185,15,9,2,1,46,39,15,0.0,0.16666666666666666,6.274647887323943,1.4154929577464788,9.697183098591548,1.9014084507042253,3.0422535211267605,8.936619718309858,2.9375,6.845070422535211
2023,16340,813,1.0,1,0,0,0.0,0,6.333333333333333,9,6,6,1,0,2,4,0,6,2,0,0,33,26,4,1,0,1,5,7,0,0.0,1.0,8.526315789473685,2.0526315789473686,12.789473684210526,2.842105263157895,5.68421052631579,8.526315789473685,1.5,8.526315789473685
2023,16340,817,1.0,0,4,0,0.0,0,31.0,42,46,45,10,0,9,35,0,29,8,1,5,176,129,19,12,1,3,25,35,9,0.0,0.0,13.064516129032258,2.4838709677419355,12.193548387096774,2.612903225806452,10.161290322580646,8.419354838709676,0.8285714285714286,13.35483870967742
2023,16340,1004,1.0,2,2,2,0.0,0,43.0,35,29,21,12,1,2,26,2,48,6,2,8,196,162,12,8,0,2,24,52,13,0.0,0.5,4.395348837209302,1.4186046511627908,7.325581395348837,0.41860465116279066,5.441860465116279,10.046511627906977,1.8461538461538463,6.069767441860465
2023,16340,1014,1.0,1,2,1,0.0,0,27.0,25,29,19,7,1,3,17,0,25,3,0,2,129,107,10,3,0,2,24,28,6,1.0,0.3333333333333333,6.333333333333334,1.5555555555555556,8.333333333333334,1.0,5.666666666666667,8.333333333333334,1.4705882352941178,9.666666666666668
2023,16340,1045,1.0,4,0,0,0.0,0,31.0,19,7,6,6,0,0,11,0,45,3,0,1,125,110,0,0,0,1,15,32,10,0.0,1.0,1.7419354838709677,0.967741935483871,5.516129032258065,0.0,3.1935483870967745,13.064516129032258,4.090909090909091,2.032258064516129
2023,16340,1064,3.0,2,0,0,0.0,0,18.0,18,11,10,3,0,0,8,0,24,1,0,3,81,72,0,0,0,0,19,7,4,1.0,1.0,5.0,1.4444444444444444,9.0,0.0,4.0,12.0,3.0,5.5
2023,16340,1068,1.0,1,2,1,0.0,0,27.0,22,9,7,3,0,1,8,0,27,6,1,1,112,93,4,2,5,0,31,16,6,1.0,0.3333333333333333,2.333333333333333,1.1111111111111112,7.333333333333333,0.3333333333333333,2.6666666666666665,9.0,3.375,3.0
2023,16340,1092,1.0,1,1,1,0.0,0,18.0,25,18,18,3,0,2,10,0,18,3,0,1,91,77,9,4,0,1,20,15,5,0.0,0.5,9.0,1.9444444444444444,12.5,1.0,5.0,9.0,1.8,9.0
2023,16340,1104,1.0,3,2,0,0.0,0,44.0,50,20,17,8,3,2,16,0,50,7,1,3,201,176,8,2,0,2,32,43,10,0.0,0.6,3.477272727272727,1.5,10.227272727272728,0.4090909090909091,3.272727272727273,10.227272727272728,3.125,4.090909090909091
2023,16340,1320,1.0,2,2,2,0.0,0,33.333333333333336,24,11,10,1,2,4,8,0,28,2,0,1,133,121,3,1,1,1,25,44,8,0.0,0.5,2.6999999999999997,0.96,6.4799999999999995,1.08,2.16,7.56,3.5,2.9699999999999998
2023,16340,1356,1.0,0,3,0,0.0,0,23.0,19,22,17,3,0,3,23,1,15,3,1,9,113,85,9,4,0,2,19,32,8,1.0,0.0,6.652173913043478,1.826086956521739,7.434782608695652,1.1739130434782608,9.0,5.869565217391305,0.6521739130434783,8.608695652173914
2023,16340,1395,1.0,2,1,1,0.0,0,29.0,31,21,18,10,0,2,13,0,38,7,0,5,139,117,7,3,1,1,27,19,12,0.0,0.6666666666666666,5.586206896551724,1.5172413793103448,9.620689655172413,0.6206896551724138,4.0344827586206895,11.793103448275861,2.923076923076923,6.517241379310345
2023,16340,2678,1.0,0,3,0,0.0,0,24.333333333333332,31,24,23,4,2,4,14,1,23,7,1,4,123,97,4,2,1,4,21,27,10,0.0,0.0,8.506849315068493,1.8493150684931507,11.465753424657533,1.4794520547945207,5.178082191780822,8.506849315068493,1.6428571428571428,8.876712328767123
2023,16340,2711,1.0,1,2,0,0.0,0,27.0,38,33,23,9,1,6,10,0,28,2,1,4,132,115,5,1,2,3,16,31,9,0.0,0.3333333333333333,7.666666666666667,1.7777777777777777,12.666666666666668,2.0,3.333333333333333,9.333333333333332,2.8,11.0
2023,16340,2743,1.0,2,3,0,0.0,0,41.0,39,19,17,5,1,4,14,0,42,5,0,1,179,157,8,4,2,1,42,33,18,0.0,0.4,3.7317073170731705,1.2926829268292683,8.560975609756097,0.8780487804878049,3.073170731707317,9.21951219512195,3.0,4.170731707317073
2023,16340,10411,1.0,4,0,0,0.0,0,37.333333333333336,27,12,10,3,0,3,17,0,38,5,1,6,166,142,12,1,1,1,33,40,5,2.0,1.0,2.4107142857142856,1.1785714285714286,6.508928571428571,0.7232142857142856,4.098214285714286,9.160714285714285,2.235294117647059,2.8928571428571423
2023,16340,14927,1.0,2,3,0,0.0,0,37.666666666666664,31,20,15,5,0,4,18,2,50,5,0,6,164,139,8,2,2,0,27,30,10,2.0,0.4,3.584070796460177,1.3008849557522124,7.407079646017699,0.9557522123893807,4.300884955752212,11.946902654867257,2.7777777777777777,4.778761061946903
2023,16340,19651,1.0,1,0,0,0.0,0,10.0,5,2,2,2,0,0,3,0,13,2,0,0,40,32,0,0,1,2,6,11,4,0.0,1.0,1.8,0.8,4.5,0.0,2.6999999999999997,11.700000000000001,4.333333333333333,1.8
2023,16340,26172,1.0,2,2,1,0.0,0,34.0,42,23,19,11,2,2,19,0,33,5,0,8,164,138,11,1,1,1,32,31,10,0.0,0.5,5.029411764705882,1.7941176470588236,11.117647058823529,0.5294117647058824,5.029411764705882,8.735294117647058,1.736842105263158,6.088235294117648
2023,16340,28755,1.0,1,1,0,0.0,0,13.333333333333332,8,6,5,4,0,0,4,0,17,1,0,1,50,45,5,0,0,0,8,11,9,2.0,0.5,3.3750000000000004,0.9000000000000001,5.4,0.0,2.7,11.475000000000001,4.25,4.050000000000001
2023,16340,30135,1.0,2,2,2,0.0,0,34.0,24,11,9,2,1,2,20,0,33,3,0,3,144,119,10,1,1,1,34,29,7,0.0,0.5,2.3823529411764706,1.2941176470588236,6.352941176470589,0.5294117647058824,5.294117647058823,8.735294117647058,1.65,2.9117647058823533
2023,16340,30136,2.0,1,3,0,0.0,0,33.0,35,23,19,12,0,4,14,0,25,8,0,2,156,129,8,4,1,4,39,31,7,0.0,0.25,5.1818181818181825,1.4848484848484849,9.545454545454545,1.0909090909090908,3.8181818181818183,6.818181818181818,1.7857142857142858,6.272727272727273
