date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season,GS,pitches,CG,pickoffs
02/15/2014,home,11620,739,Villanova,9,True,2,1,1,win,2 - 1,587187,48,1,0.2,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0.0,1,0,0,0,1,3,0,1314923,2014,,,,
02/22/2014,home,11620,639,Siena,10,True,8,5,3,win,8 - 5,588167,48,1,1.0,2,0,0,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,1,0,0,3,0,1314923,2014,,,,
02/22/2014,home,11620,639,Siena,9,True,3,0,3,win,3 - 0,588270,48,1,1.0,1,0,0,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,1,3,1,1314923,2014,,,,
03/01/2014,home,11620,285,Holy Cross,15,True,1,0,1,win,1 - 0,589308,48,1,3.0,2,0,0,0,4,0,12,11,0,0,0,0,0,1,0,0,0,0,0,41.0,4,1,0,0,0,2,3,1314923,2014,,,,
03/05/2014,away,11620,257,Georgia,9,True,5,14,-9,loss,5 - 14,590093,48,1,1.0,1,0,0,0,1,0,4,4,0,0,0,0,0,0,0,3,2,0,0,0.0,2,0,0,0,0,6,0,1314923,2014,,,,
03/08/2014,home,11620,709,Toledo,9,True,6,3,3,win,6 - 3,590845,48,1,1.2,1,0,0,0,2,0,5,5,0,0,0,0,0,0,0,2,0,0,0,19.0,1,1,0,0,1,4,1,1314923,2014,,,,
03/09/2014,home,11620,709,Toledo,9,True,2,3,-1,loss,2 - 3,591135,48,1,0.2,3,1,1,0,1,0,4,4,0,0,0,0,0,0,0,1,1,0,0,13.0,0,0,0,1,0,2,0,1314923,2014,,,,
03/14/2014,away,11620,363,Longwood,9,True,2,1,1,win,2 - 1,592185,48,1,1.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,1,3,0,1314923,2014,,,,
03/16/2014,away,11620,363,Longwood,12,True,7,8,-1,loss,7 - 8,593198,48,1,1.2,4,0,0,2,1,0,10,8,0,0,0,0,0,0,0,2,2,0,0,0.0,3,0,0,0,0,3,0,1314923,2014,,,,
03/21/2014,home,11620,563,Radford,12,True,9,10,-1,loss,9 - 10,594091,48,1,2.1,1,2,1,3,1,0,13,8,0,0,0,0,0,1,0,0,0,1,0,51.0,4,2,0,1,0,6,0,1314923,2014,,,,
03/26/2014,away,11620,141,The Citadel,9,True,3,10,-7,loss,3 - 10,595578,48,1,1.0,3,2,2,1,1,0,6,5,0,0,1,0,0,0,0,0,0,0,0,21.0,1,0,0,0,0,7,0,1314923,2014,,,,
03/29/2014,away,11620,149,Coastal Carolina,9,True,3,1,2,win,3 - 1,596073,48,1,1.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,17.0,0,2,0,0,1,4,1,1314923,2014,,,,
03/30/2014,away,11620,149,Coastal Carolina,9,True,2,8,-6,loss,2 - 8,596483,48,1,0.1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,4.0,0,0,0,0,0,4,0,1314923,2014,,,,
04/01/2014,home,11620,632,Savannah St.,9,True,5,7,-2,loss,5 - 7,597039,48,1,2.0,3,2,2,0,2,0,10,9,1,0,0,0,0,1,0,0,0,0,0,24.0,1,3,0,1,0,4,0,1314923,2014,,,,
04/02/2014,away,11620,632,Savannah St.,9,True,5,9,-4,loss,5 - 9,597452,48,1,0.0,6,4,4,0,0,0,6,6,2,0,0,0,0,0,0,2,2,0,0,19.0,0,0,0,0,0,3,0,1314923,2014,,,,
04/05/2014,home,11620,19651,High Point,9,True,9,10,-1,loss,9 - 10,598446,48,1,2.0,5,2,2,0,1,0,10,10,1,0,0,0,0,0,0,0,0,0,0,32.0,4,0,0,1,0,5,0,1314923,2014,,,,
04/13/2014,home,11620,1092,Gardner-Webb,9,True,5,3,2,win,5 - 3,601045,48,1,3.0,3,0,0,0,1,0,11,10,0,0,0,0,0,0,0,1,1,1,0,36.0,5,2,1,0,0,2,1,1314923,2014,,,,
04/15/2014,away,11620,648,South Carolina,9,True,4,1,3,win,4 - 1,601329,48,1,0.1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,4.0,0,0,0,0,1,3,0,1314923,2014,,,,
04/17/2014,away,11620,456,UNC Asheville,9,True,9,1,8,win,9 - 1,601654,48,1,1.1,1,0,0,0,1,0,5,5,0,0,0,0,0,0,0,3,0,0,0,0.0,2,1,0,0,1,2,0,1314923,2014,,,,
04/30/2014,away,11620,2915,Wofford,9,True,7,4,3,win,7 - 4,605532,48,1,1.0,2,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,8.0,1,1,0,0,1,8,0,1314923,2014,,,,
05/06/2014,home,11620,141,The Citadel,9,True,12,7,5,win,12 - 7,606890,48,1,1.0,0,0,0,0,2,0,4,3,0,0,0,0,0,1,0,0,0,0,0,16.0,0,1,0,0,0,8,1,1314923,2014,,,,
05/09/2014,home,11620,792,Winthrop,9,True,8,6,2,win,8 - 6,607223,48,1,1.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,8.0,1,1,0,0,1,3,1,1314923,2014,,,,
05/11/2014,home,11620,792,Winthrop,9,True,6,4,2,win,6 - 4,607699,48,1,1.0,2,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,10.0,1,1,0,0,1,3,0,1314923,2014,,,,
05/13/2014,away,11620,10411,USC Upstate,9,True,9,10,-1,loss,9 - 10,607768,48,1,0.0,2,1,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,1,0,8,0,1314923,2014,,,,
05/17/2014,away,11620,741,VMI,9,True,3,4,-1,loss,3 - 4,608344,48,1,1.2,2,1,0,0,2,0,8,8,0,0,0,0,0,0,0,0,0,0,0,28.0,2,1,0,1,0,6,0,1314923,2014,,,,
05/22/2014,home,11620,115,Campbell,9,True,2,6,-4,loss,2 - 6,608621,48,1,1.2,1,0,0,0,0,0,8,7,0,0,0,0,0,1,0,3,3,0,0,16.0,4,1,0,0,0,3,0,1314923,2014,,,,
02/25/2014,home,11620,536,UTRGV,11,True,2,1,1,win,2 - 1,588795,703,1,2.0,1,0,0,1,2,0,7,6,0,0,0,0,0,0,0,0,0,0,0,28.0,2,1,0,0,0,1,2,1314947,2014,,,,
03/01/2014,home,11620,288,Houston,9,True,3,2,1,win,3 - 2,589562,703,1,1.2,2,1,0,1,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,34.0,3,2,0,0,0,2,0,1314947,2014,,,,
03/04/2014,home,11620,735,Valparaiso,9,True,7,1,6,win,7 - 1,590016,703,1,1.0,0,0,0,1,2,0,4,3,0,0,0,0,0,0,0,0,0,0,0,19.0,0,1,0,0,0,7,2,1314947,2014,,,,
03/07/2014,home,11620,277,Hawaii,9,True,3,2,1,win,3 - 2,590296,703,1,1.0,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,12.0,2,1,0,0,1,3,0,1314947,2014,,,,
03/09/2014,home,11620,277,Hawaii,9,True,4,1,3,win,4 - 1,591080,703,1,1.0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,11.0,1,0,0,0,1,4,1,1314947,2014,,,,
03/11/2014,away,11620,670,Texas St.,9,True,6,3,3,win,6 - 3,591707,703,1,1.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,11.0,1,2,0,0,1,6,0,1314947,2014,,,,
03/15/2014,home,11620,328,Kansas,9,True,2,1,1,win,2 - 1,592571,703,1,1.2,1,0,0,0,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,20.0,2,2,0,0,1,2,0,1314947,2014,,,,
03/16/2014,home,11620,328,Kansas,9,True,1,6,-5,loss,1 - 6,593226,703,1,0.1,1,0,0,0,1,0,4,3,0,0,0,0,0,1,0,3,3,0,0,10.0,0,0,0,0,0,4,1,1314947,2014,,,,
03/22/2014,home,11620,158,Columbia,9,True,11,0,11,win,11 - 0,594864,703,1,1.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,8.0,1,2,0,0,0,2,0,1314947,2014,,,,
03/30/2014,away,11620,700,Texas Tech,12,True,5,2,3,win,5 - 2,596558,703,1,5.0,2,2,2,4,4,0,23,17,0,0,0,2,1,1,1,0,0,1,0,82.0,8,3,1,0,0,3,0,1314947,2014,,,,
04/06/2014,home,11620,51,Baylor,9,True,4,0,4,win,4 - 0,598576,703,1,1.0,1,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,14.0,1,1,0,0,0,2,0,1314947,2014,,,,
04/11/2014,away,11620,522,Oklahoma,10,True,10,8,2,win,10 - 8,599897,703,1,1.0,0,0,0,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,15.0,1,1,0,0,1,4,1,1314947,2014,,,,
04/12/2014,away,11620,522,Oklahoma,9,True,7,2,5,win,7 - 2,600187,703,1,2.0,1,0,0,1,1,0,8,7,1,0,0,0,0,0,0,1,1,0,0,29.0,2,3,0,0,0,2,0,1314947,2014,,,,
04/19/2014,home,11620,698,TCU,9,True,1,3,-2,loss,1 - 3,602528,703,1,1.0,2,1,1,1,0,0,6,3,1,0,0,0,0,0,0,0,0,2,0,20.0,3,0,0,0,0,3,0,1314947,2014,,,,
04/22/2014,home,11620,536,UTRGV,9,True,5,4,1,win,5 - 4,603374,703,1,1.0,1,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,1,0,18.0,2,1,0,0,1,6,0,1314947,2014,,,,
04/26/2014,home,11620,521,Oklahoma St.,9,True,1,2,-1,loss,1 - 2,604327,703,1,1.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,12.0,2,1,0,0,0,4,0,1314947,2014,,,,
04/27/2014,home,11620,521,Oklahoma St.,9,True,3,8,-5,loss,3 - 8,605007,703,1,2.0,1,0,0,0,2,0,6,6,0,0,0,0,0,0,0,0,0,0,0,18.0,1,2,0,0,0,4,0,1314947,2014,,,,
04/29/2014,home,11620,553,Prairie View,9,True,6,3,3,win,6 - 3,605525,703,1,1.0,1,0,0,1,1,0,5,4,0,0,0,0,0,0,0,0,0,0,0,23.0,2,0,0,0,1,4,1,1314947,2014,,,,
05/03/2014,away,11620,768,West Virginia,9,True,2,0,2,win,2 - 0,606075,703,1,3.0,3,0,0,0,1,0,12,12,0,0,0,0,0,0,0,0,0,0,0,32.0,2,5,0,0,1,3,0,1314947,2014,,,,
05/17/2014,away,11620,327,Kansas St.,9,True,4,5,-1,loss,4 - 5,608289,703,1,1.1,5,3,3,0,2,0,9,9,1,0,0,0,0,0,0,0,0,0,0,28.0,1,1,0,1,0,4,0,1314947,2014,,,,
05/24/2014,home,11620,521,Oklahoma St.,9,True,1,3,-2,loss,1 - 3,608780,703,1,1.1,4,3,3,1,1,0,8,7,0,0,0,0,0,0,0,0,0,0,0,38.0,0,2,0,1,0,2,1,1314947,2014,,,,
05/24/2014,home,11620,521,Oklahoma St.,9,True,4,6,-2,loss,4 - 6,3386668,703,1,1.0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,14.0,1,0,0,0,0,4,0,1314947,2014,,,,
05/31/2014,away,11620,574,Rice,11,True,3,2,1,win,3 - 2,608873,703,1,4.0,0,0,0,0,4,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0.0,1,7,1,0,0,4,0,1314947,2014,,,,
06/06/2014,away,11620,288,Houston,9,True,4,2,2,win,4 - 2,608947,703,1,2.0,1,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0.0,3,3,0,0,1,2,0,1314947,2014,,,,
06/07/2014,home,11620,288,Houston,9,True,4,0,4,win,4 - 0,608949,703,1,1.0,1,0,0,1,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0.0,1,2,0,0,0,4,0,1314947,2014,,,,
06/14/2014,home,11620,109,UC Irvine,9,True,1,3,-2,loss,1 - 3,608964,703,1,1.2,4,1,1,0,3,0,8,7,0,0,0,0,0,0,0,1,1,1,0,23.0,1,0,0,0,0,2,2,1314947,2014,,,,
06/20/2014,home,11620,736,Vanderbilt,9,True,4,0,4,win,4 - 0,608974,703,1,1.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,10.0,1,1,0,0,0,2,1,1314947,2014,,,,
06/21/2014,home,11620,736,Vanderbilt,10,True,3,4,-1,loss,3 - 4,608976,703,1,1.1,2,1,1,1,1,0,7,5,0,0,0,0,0,1,0,1,0,0,0,28.0,1,1,0,1,0,4,1,1314947,2014,,,,
02/14/2014,away,11620,107,California,9,True,0,7,-7,loss,0 - 7,586919,703,1,5.0,4,6,0,3,4,0,26,18,1,0,0,1,0,1,0,0,0,3,1,0.0,6,5,0,1,0,1,0,1314948,2014,,,,
02/21/2014,home,11620,674,Stanford,9,True,9,3,6,win,9 - 3,587839,703,1,6.0,4,1,1,1,8,0,24,22,0,0,0,0,0,1,0,0,0,0,0,100.0,7,3,1,0,0,1,3,1314948,2014,,,,
03/01/2014,home,11620,288,Houston,9,True,3,2,1,win,3 - 2,589562,703,1,7.0,7,1,1,1,7,0,28,27,1,0,0,0,0,0,0,0,0,0,0,100.0,10,3,1,0,0,1,2,1314948,2014,,,,
03/07/2014,home,11620,277,Hawaii,9,True,3,2,1,win,3 - 2,590296,703,1,7.1,5,2,1,1,6,0,28,27,0,0,0,0,0,0,0,0,0,0,0,101.0,10,5,0,0,0,1,4,1314948,2014,,,,
03/14/2014,home,11620,328,Kansas,9,True,2,3,-1,loss,2 - 3,592222,703,1,5.1,7,3,3,3,3,0,27,19,0,0,0,1,0,2,0,0,0,2,1,86.0,8,4,0,1,0,1,2,1314948,2014,,,,
03/18/2014,home,11620,1045,DBU,9,True,5,0,5,win,5 - 0,593564,703,1,1.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,8.0,2,0,0,0,0,2,1,1314948,2014,,,,
03/22/2014,home,11620,158,Columbia,9,True,6,1,5,win,6 - 1,594678,703,1,7.1,6,1,1,3,6,0,29,26,2,0,0,0,0,0,0,0,0,0,0,108.0,11,3,1,0,0,1,1,1314948,2014,,,,
03/28/2014,away,11620,700,Texas Tech,9,True,11,1,10,win,11 - 1,595915,703,1,7.0,6,1,1,2,2,0,28,26,0,0,0,0,0,0,0,0,0,0,0,101.0,11,7,1,0,0,1,1,1314948,2014,,,,
04/04/2014,home,11620,51,Baylor,9,True,5,4,1,win,5 - 4,597606,703,1,5.1,5,3,3,4,4,0,26,18,1,0,0,0,0,2,0,0,0,2,0,95.0,9,1,0,0,0,1,0,1314948,2014,,,,
04/11/2014,away,11620,522,Oklahoma,10,True,10,8,2,win,10 - 8,599897,703,1,5.2,8,8,3,2,1,0,27,24,3,0,0,1,0,0,0,0,0,0,1,96.0,8,7,0,0,0,1,0,1314948,2014,,,,
04/17/2014,home,11620,698,TCU,9,True,0,3,-3,loss,0 - 3,601726,703,1,6.1,6,3,2,2,4,0,28,23,1,0,0,0,0,2,0,0,0,1,0,96.0,10,4,0,1,0,1,1,1314948,2014,,,,
04/25/2014,home,11620,521,Oklahoma St.,9,True,3,0,3,win,3 - 0,604008,703,1,6.0,1,0,0,3,2,0,22,18,0,0,0,0,0,0,0,0,0,1,0,71.0,10,6,1,0,0,1,0,1314948,2014,,,,
05/02/2014,away,11620,768,West Virginia,9,True,3,5,-2,loss,3 - 5,605797,703,1,6.0,8,4,3,3,2,0,29,24,1,0,0,0,0,1,0,0,0,1,0,101.0,8,6,0,1,0,1,0,1314948,2014,,,,
05/18/2014,away,11620,327,Kansas St.,10,True,9,8,1,win,9 - 8,608416,703,1,1.1,2,3,2,4,0,0,13,7,1,0,0,0,0,2,0,0,0,0,0,50.0,3,1,0,0,0,1,0,1314948,2014,,,,
05/22/2014,home,11620,521,Oklahoma St.,9,True,3,0,3,win,3 - 0,608614,703,1,4.0,1,0,0,1,2,0,14,13,1,0,0,0,0,0,0,0,0,0,0,44.0,7,2,0,0,1,2,0,1314948,2014,,,,
05/24/2014,home,11620,521,Oklahoma St.,9,True,4,6,-2,loss,4 - 6,3386668,703,1,2.0,1,3,3,3,1,0,11,5,0,0,0,0,0,1,1,0,0,1,1,45.0,4,1,0,1,0,3,0,1314948,2014,,,,
05/31/2014,away,11620,574,Rice,11,True,3,2,1,win,3 - 2,608873,703,1,6.2,6,2,2,1,6,0,27,24,1,0,0,1,0,0,0,0,0,2,0,0.0,8,6,0,0,0,1,0,1314948,2014,,,,
06/07/2014,home,11620,288,Houston,9,True,4,0,4,win,4 - 0,608949,703,1,6.0,5,0,0,2,0,0,27,22,0,0,0,0,0,2,0,0,0,1,0,0.0,8,9,1,0,0,1,0,1314948,2014,,,,
06/16/2014,home,11620,367,Louisville,9,True,4,1,3,win,4 - 1,608969,703,1,7.1,4,1,1,3,3,0,28,23,0,0,0,0,0,1,0,0,0,1,0,95.0,10,7,1,0,0,1,0,1314948,2014,,,,
06/21/2014,home,11620,736,Vanderbilt,10,True,3,4,-1,loss,3 - 4,608976,703,1,2.0,2,1,1,2,0,0,11,9,0,0,0,0,0,0,0,0,0,0,0,54.0,5,1,0,0,0,1,0,1314948,2014,,,,
02/25/2014,away,11620,198,ETSU,9,True,6,11,-5,loss,6 - 11,588846,456,1,2.1,2,0,0,1,1,0,9,7,0,0,0,0,0,1,0,0,0,0,0,0.0,2,2,0,0,0,2,1,1314954,2014,,,,
03/02/2014,home,11620,202,Eastern Ky.,9,True,4,11,-7,loss,4 - 11,589683,456,1,0.1,3,5,5,2,1,0,6,4,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,1,0,1314954,2014,,,,
03/08/2014,away,11620,27,App State,9,True,2,9,-7,loss,2 - 9,590761,456,1,0.2,3,2,2,0,0,0,5,5,1,0,0,0,0,0,0,2,2,0,0,21.0,2,0,0,0,0,3,0,1314954,2014,,,,
03/11/2014,home,11620,692,Tennessee Tech,9,True,6,15,-9,loss,6 - 15,591703,456,1,1.1,2,2,2,2,0,0,8,5,1,0,0,1,0,0,0,2,0,0,1,0.0,1,3,0,0,0,8,0,1314954,2014,,,,
03/18/2014,away,11620,244,Furman,9,True,7,6,1,win,7 - 6,593520,456,1,1.1,1,0,0,1,0,0,6,5,0,0,0,0,0,0,0,1,0,0,0,21.0,1,3,0,0,0,3,0,1314954,2014,,,,
03/26/2014,away,11620,458,Charlotte,9,True,0,9,-9,loss,0 - 9,595635,456,1,1.1,3,4,4,3,1,0,10,6,0,0,0,0,1,1,0,2,2,0,0,33.0,1,1,0,0,0,2,0,1314954,2014,,,,
04/05/2014,home,11620,149,Coastal Carolina,9,True,4,9,-5,loss,4 - 9,597846,456,1,1.1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,1,0,0,0,0.0,0,4,0,0,0,5,0,1314954,2014,,,,
04/08/2014,home,11620,173,Davidson,9,True,12,10,2,win,12 - 10,599137,456,1,2.0,5,6,6,1,3,0,11,9,0,0,1,0,1,0,0,3,1,0,1,0.0,0,2,0,0,0,2,0,1314954,2014,,,,
04/11/2014,away,11620,115,Campbell,9,True,1,7,-6,loss,1 - 7,600093,456,1,2.2,0,0,0,3,2,0,9,6,0,0,0,0,0,0,0,3,1,0,0,34.0,2,2,0,0,0,2,1,1314954,2014,,,,
04/18/2014,home,11620,48,Charleston So.,9,True,3,6,-3,loss,3 - 6,601899,456,1,1.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0.0,1,2,0,0,0,4,0,1314954,2014,,,,
04/22/2014,home,11620,244,Furman,9,True,4,6,-2,loss,4 - 6,603339,456,1,1.1,0,1,1,2,1,0,6,2,0,0,0,1,0,0,0,1,0,1,1,22.0,1,2,0,0,0,4,0,1314954,2014,,,,
05/07/2014,away,11620,173,Davidson,9,True,3,10,-7,loss,3 - 10,607009,456,1,0.2,4,5,5,0,1,0,7,6,0,0,3,0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,4,0,1314954,2014,,,,
05/11/2014,home,11620,563,Radford,9,True,6,11,-5,loss,6 - 11,607673,456,1,1.2,3,0,0,1,0,0,8,7,0,0,0,2,0,0,0,2,2,0,0,0.0,2,2,0,0,0,5,0,1314954,2014,,,,
02/23/2014,away,11620,772,Western Ky.,9,True,2,13,-11,loss,2 - 13,588514,456,1,1.0,1,1,1,1,1,0,5,4,0,0,1,0,0,0,0,0,0,0,0,14.0,0,2,0,0,0,4,1,1314958,2014,,,,
03/02/2014,home,11620,202,Eastern Ky.,9,True,4,11,-7,loss,4 - 11,589683,456,1,1.1,3,1,1,0,0,0,8,6,1,0,0,0,0,2,0,3,3,0,0,0.0,0,3,0,0,0,2,0,1314958,2014,,,,
03/04/2014,home,11620,489,N.C. Central,9,True,8,4,4,win,8 - 4,590001,456,1,3.1,1,0,0,0,2,0,13,12,1,0,0,0,0,1,0,2,1,0,0,0.0,6,2,1,0,0,2,0,1314958,2014,,,,
03/08/2014,away,11620,27,App State,9,True,2,9,-7,loss,2 - 9,590761,456,1,0.1,1,3,3,2,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,18.0,1,0,0,0,0,2,0,1314958,2014,,,,
03/11/2014,home,11620,692,Tennessee Tech,9,True,6,15,-9,loss,6 - 15,591703,456,1,2.1,2,2,2,1,2,0,10,8,0,0,0,0,0,1,0,1,0,0,0,0.0,3,1,0,1,0,3,0,1314958,2014,,,,
03/15/2014,away,11620,1320,Presbyterian,9,True,0,7,-7,loss,0 - 7,592813,456,1,1.1,0,1,1,1,3,0,6,4,0,0,0,0,1,1,0,2,1,0,0,27.0,0,1,0,0,0,2,0,1314958,2014,,,,
03/18/2014,away,11620,244,Furman,9,True,7,6,1,win,7 - 6,593520,456,1,1.2,4,3,3,0,3,0,10,9,1,1,1,1,0,1,0,0,0,0,0,42.0,2,0,0,0,0,2,0,1314958,2014,,,,
03/22/2014,home,11620,1092,Gardner-Webb,9,True,6,7,-1,loss,6 - 7,594682,456,1,0.0,1,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,2,0,1314958,2014,,,,
03/26/2014,away,11620,458,Charlotte,9,True,0,9,-9,loss,0 - 9,595635,456,1,0.1,0,2,0,1,0,0,4,3,0,0,0,1,0,0,0,0,0,0,0,16.0,1,0,0,0,0,4,0,1314958,2014,,,,
04/02/2014,home,11620,2915,Wofford,9,True,3,7,-4,loss,3 - 7,597399,456,1,2.0,3,2,2,0,0,0,10,7,1,0,0,0,0,1,0,2,1,2,0,0.0,3,2,0,1,0,2,0,1314958,2014,,,,
04/08/2014,home,11620,173,Davidson,9,True,12,10,2,win,12 - 10,599137,456,1,2.0,0,0,0,1,1,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,0,0,0,3,0,1314958,2014,,,,
05/07/2014,away,11620,173,Davidson,9,True,3,10,-7,loss,3 - 10,607009,456,1,1.0,0,0,0,1,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,3,0,1314958,2014,,,,
05/09/2014,home,11620,563,Radford,9,True,6,12,-6,loss,6 - 12,607194,456,1,0.0,2,3,3,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,13.0,0,0,0,0,0,2,0,1314958,2014,,,,
05/13/2014,home,11620,749,Wake Forest,9,True,6,11,-5,loss,6 - 11,607813,456,1,0.2,1,0,0,0,0,0,3,3,1,0,0,0,0,0,0,2,1,0,0,8.0,2,0,0,0,0,3,0,1314958,2014,,,,
05/17/2014,away,11620,19651,High Point,9,True,2,9,-7,loss,2 - 9,608351,456,1,2.0,2,3,2,0,2,0,8,7,1,0,0,0,0,0,0,2,0,1,0,28.0,2,1,0,0,0,2,0,1314958,2014,,,,
02/22/2014,away,11620,772,Western Ky.,9,True,4,6,-2,loss,4 - 6,588045,456,1,0.2,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,2,0,0,0,7.0,0,2,0,0,0,3,0,1314974,2014,,,,
02/25/2014,away,11620,198,ETSU,9,True,6,11,-5,loss,6 - 11,588846,456,1,0.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0,0,0,0,7,0,1314974,2014,,,,
03/02/2014,home,11620,202,Eastern Ky.,9,True,4,11,-7,loss,4 - 11,589683,456,1,0.1,1,1,0,1,0,0,3,2,0,0,0,0,0,0,0,2,0,0,0,0.0,1,0,0,0,0,4,0,1314974,2014,,,,
03/08/2014,away,11620,27,App State,9,True,2,7,-5,loss,2 - 7,590854,456,1,1.2,0,0,0,0,2,0,6,5,0,0,0,0,0,1,0,1,0,0,0,23.0,1,2,0,0,0,2,0,1314974,2014,,,,
03/11/2014,home,11620,692,Tennessee Tech,9,True,6,15,-9,loss,6 - 15,591703,456,1,0.2,1,3,3,1,0,0,5,3,0,0,0,0,0,1,0,1,0,0,0,0.0,0,2,0,0,0,6,0,1314974,2014,,,,
03/12/2014,home,11620,198,ETSU,9,True,17,11,6,win,17 - 11,591922,456,1,0.1,3,3,3,0,0,0,4,4,0,0,1,1,0,0,0,3,3,0,0,0.0,1,0,0,0,0,4,0,1314974,2014,,,,
03/26/2014,away,11620,458,Charlotte,9,True,0,9,-9,loss,0 - 9,595635,456,1,2.1,3,0,0,1,2,0,10,9,2,0,0,0,0,0,0,3,3,0,0,32.0,0,4,0,0,0,3,1,1314974,2014,,,,
03/30/2014,away,11620,792,Winthrop,9,True,7,6,1,win,7 - 6,596749,456,1,3.0,2,1,1,0,1,0,12,11,0,0,1,0,0,1,0,0,0,0,0,44.0,5,3,0,0,0,2,0,1314974,2014,,,,
04/01/2014,away,11620,769,Western Caro.,9,True,1,4,-3,loss,1 - 4,597016,456,1,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,1,0,0,7.0,0,0,0,0,0,3,0,1314974,2014,,,,
04/05/2014,home,11620,149,Coastal Carolina,9,True,4,9,-5,loss,4 - 9,597846,456,1,0.0,1,1,1,0,0,0,2,1,1,0,0,0,0,1,0,3,3,0,0,0.0,0,0,0,0,0,4,0,1314974,2014,,,,
04/09/2014,home,11620,769,Western Caro.,9,True,3,9,-6,loss,3 - 9,599465,456,1,0.2,1,1,1,0,1,0,3,3,0,0,1,0,0,0,0,1,0,0,0,0.0,0,1,0,0,0,4,0,1314974,2014,,,,
02/15/2014,away,11620,107,California,9,True,1,2,-1,loss,1 - 2,587081,703,1,7.0,5,1,0,2,1,0,27,24,0,0,0,0,0,0,0,0,0,1,0,0.0,8,10,0,1,0,1,0,1314976,2014,,,,
02/22/2014,home,11620,674,Stanford,9,True,4,3,1,win,4 - 3,588072,703,1,7.0,7,2,2,1,2,0,28,27,1,0,0,0,0,0,0,0,0,0,0,78.0,12,6,0,0,0,1,2,1314976,2014,,,,
02/28/2014,home,11620,574,Rice,9,True,2,0,2,win,2 - 0,589139,703,1,8.0,4,0,0,0,6,0,28,28,1,0,0,0,0,0,0,0,0,0,0,0.0,13,4,1,0,0,1,2,1314976,2014,,,,
03/08/2014,home,11620,277,Hawaii,9,True,1,6,-5,loss,1 - 6,590643,703,1,5.0,7,6,4,1,3,0,24,18,1,0,0,1,0,2,0,0,0,2,1,95.0,6,4,0,1,0,1,3,1314976,2014,,,,
