date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season,GS,pitches,pickoffs
02/16/2018,home,12973,562,Quinnipiac,9,True,10,9,1,win,10 - 9,85301,2,0,0.2,0.0,2,3,2,1,1,0,6,4,2,0,0,0,0,0,0,2,2,0,1,,0,1,0,0,0,4,1,1997695,2018,0.0,23.0,
02/24/2018,home,12973,699,Texas Southern,9,True,6,8,-2,loss,6 - 8,86724,2,0,0.1,0.0,1,0,0,2,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,4,0,1997695,2018,0.0,17.0,
03/23/2018,home,12973,676,SFA,10,True,7,11,-4,loss,7 - 11,92932,2,0,3.0,0.0,0,0,0,2,2,0,10,8,0,0,0,0,0,0,0,1,0,0,0,,5,1,0,0,0,3,1,1997695,2018,0.0,36.0,
03/24/2018,home,12973,676,SFA,9,True,6,13,-7,loss,6 - 13,93227,2,0,1.2,0.0,0,0,0,1,2,0,6,5,0,0,0,0,1,0,0,3,1,0,0,,1,2,0,0,0,5,1,1997695,2018,0.0,20.0,
03/29/2018,away,12973,624,Sam Houston,9,True,1,10,-9,loss,1 - 10,94536,2,0,0.0,0.0,2,2,2,1,0,0,3,2,0,0,0,1,0,0,0,2,2,0,0,,0,0,0,0,0,2,0,1997695,2018,0.0,10.0,
04/03/2018,home,12973,702,UT Arlington,9,True,8,12,-4,loss,8 - 12,95856,2,0,0.1,0.0,3,3,3,1,0,0,5,4,1,1,0,0,1,0,0,0,0,0,0,,0,1,0,0,0,4,0,1997695,2018,0.0,19.0,
05/06/2018,home,12973,1004,Central Ark.,9,True,4,16,-12,loss,4 - 16,104720,2,0,1.1,0.0,1,3,1,1,2,0,8,5,0,0,0,0,2,1,0,1,0,0,1,,1,1,0,0,0,4,0,1997695,2018,0.0,29.0,
05/18/2018,home,12973,26172,A&M-Corpus Christi,9,True,2,9,-7,loss,2 - 9,106184,2,0,1.0,0.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,2,1,0,0,0,4,0,1997695,2018,0.0,7.0,
02/04/2018,away,12973,91,Cal Poly Pomona,9,True,8,3,5,win,,84750,9754,0,1.0,0.0,3,1,1,0,0,0,5,5,1,0,0,0,0,0,0,2,1,0,0,,2,0,0,0,0,2,0,1991706,2018,0.0,31.0,
03/03/2018,home,12973,568,Regis (CO),9,True,5,4,1,win,,87912,9754,0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,,0,0,0,0,0,2,0,1991706,2018,0.0,0.0,
03/04/2018,home,12973,568,Regis (CO),9,True,6,5,1,win,,88318,9754,0,0.1,0.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,0,1991706,2018,0.0,0.0,
03/10/2018,away,12973,11416,Colorado Mesa,11,True,6,7,-1,loss,,89864,9754,0,1.0,0.0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,2,0,1991706,2018,0.0,7.0,
03/18/2018,home,12973,929,Adams St.,9,True,6,12,-6,loss,,92073,9754,0,1.0,0.0,0,1,0,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,6,0,1991706,2018,0.0,0.0,
03/30/2018,home,12973,155,Colo. Sch. of Mines,9,True,4,9,-5,loss,,94777,9754,0,0.1,0.0,2,2,2,0,0,0,3,3,1,0,0,0,0,0,0,1,0,0,0,,1,0,0,0,0,3,0,1991706,2018,0.0,0.0,
03/31/2018,home,12973,155,Colo. Sch. of Mines,9,True,7,14,-7,loss,,95106,9754,0,0.1,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,,0,1,0,0,0,4,0,1991706,2018,0.0,0.0,
04/08/2018,home,12973,568,Regis (CO),9,True,10,9,1,win,,96944,9754,0,1.2,0.0,3,1,1,1,0,0,8,7,0,0,0,1,0,0,0,0,0,0,0,,2,2,0,0,0,3,0,1991706,2018,0.0,0.0,
04/13/2018,away,12973,8577,N.M. Highlands,9,True,7,8,-1,loss,,98268,9754,0,2.0,0.0,2,2,2,1,2,0,9,7,0,0,0,0,0,0,0,0,0,0,1,,3,1,0,0,0,2,0,1991706,2018,0.0,36.0,
04/23/2018,away,12973,413,MSU Denver,9,True,9,4,5,win,,101454,9754,0,1.0,0.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,2,1,0,0,0,2,0,1991706,2018,0.0,7.0,
04/28/2018,home,12973,2720,CSU Pueblo,9,True,6,10,-4,loss,,102450,9754,0,0.2,0.0,2,3,3,0,0,0,5,3,0,0,0,0,0,1,0,1,0,1,0,,1,1,0,0,0,2,0,1991706,2018,0.0,0.0,
05/01/2018,home,12973,721,Air Force,9,True,8,5,3,win,,103592,9754,0,0.1,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,,1,0,1,0,0,7,0,1991706,2018,0.0,0.0,
03/03/2018,home,12973,799,Wis.-Parkside,9,True,5,2,3,win,,87981,30222,0,0.1,0.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,,0,0,0,0,1,3,0,1980668,2018,0.0,0.0,
03/11/2018,away,12973,0,Fla. Memorial,9,True,7,5,2,win,,90378,30222,0,0.1,0.0,2,1,0,0,0,0,4,4,1,0,0,0,1,0,0,0,0,0,0,,0,1,0,0,1,5,0,1980668,2018,0.0,9.0,
03/12/2018,away,12973,0,Warner,9,True,6,7,-1,loss,,90592,30222,0,0.1,0.0,2,1,1,0,1,0,3,3,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,1,0,4,0,1980668,2018,0.0,14.0,
03/13/2018,away,12973,9680,Embry-Riddle (FL),9,True,6,7,-1,loss,,90781,30222,0,0.0,0.0,2,1,1,1,0,0,3,2,0,0,0,0,0,0,0,2,2,0,0,,0,0,0,1,0,3,0,1980668,2018,0.0,15.0,
03/24/2018,home,12973,262,Grand Valley St.,9,True,0,6,-6,loss,,93429,30222,0,1.0,0.0,1,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,3,0,1980668,2018,0.0,0.0,
04/07/2018,home,12973,757,Wayne St. (MI),9,True,0,5,-5,loss,,96772,30222,0,1.0,0.0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,,2,1,0,0,0,3,0,1980668,2018,0.0,0.0,
04/13/2018,away,12973,591,Saginaw Valley,9,True,7,5,2,win,,98467,30222,0,0.1,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,3,0,1980668,2018,0.0,0.0,
04/14/2018,away,12973,591,Saginaw Valley,9,True,10,8,2,win,,99010,30222,0,0.2,0.0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,5,0,1980668,2018,0.0,0.0,
04/17/2018,away,12973,309,UIndy,9,True,4,1,3,win,,99558,30222,0,0.1,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,,0,1,0,0,1,2,0,1980668,2018,0.0,2.0,
04/21/2018,away,12973,35,Ashland,9,True,3,4,-1,loss,,100979,30222,0,0.0,0.0,1,1,1,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,,0,0,0,1,0,2,0,1980668,2018,0.0,8.0,
04/24/2018,home,12973,309,UIndy,9,True,3,1,2,win,,101664,30222,0,0.2,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,,0,1,0,0,1,3,0,1980668,2018,0.0,0.0,
05/06/2018,home,12973,30221,Davenport,9,True,3,11,-8,loss,,104733,30222,0,1.0,0.0,1,0,0,0,1,0,4,4,1,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,4,0,1980668,2018,0.0,0.0,
03/03/2018,home,12973,432,Mississippi Val.,9,True,15,4,11,win,15 - 4,88066,2,0,2.0,0.0,5,3,3,0,2,0,11,11,2,0,0,0,1,0,0,0,0,0,0,,2,2,0,0,0,3,0,1767887,2018,0.0,39.0,
03/09/2018,away,12973,2743,UIW,9,True,2,5,-3,loss,2 - 5,89449,2,0,1.0,0.0,0,0,0,2,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,2,0,1767887,2018,0.0,17.0,
03/24/2018,home,12973,676,SFA,9,True,6,13,-7,loss,6 - 13,93227,2,0,0.1,0.0,2,3,3,1,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0,,1,0,0,0,0,6,0,1767887,2018,0.0,14.0,
03/25/2018,home,12973,676,SFA,9,True,3,16,-13,loss,3 - 16,93675,2,0,0.0,0.0,2,4,3,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4,0,1767887,2018,0.0,13.0,
03/31/2018,away,12973,624,Sam Houston,9,True,0,10,-10,loss,0 - 10,95219,2,0,0.2,0.0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,1,0,1,,0,2,0,0,0,6,0,1767887,2018,0.0,4.0,
04/14/2018,home,12973,287,Houston Baptist,9,True,5,13,-8,loss,5 - 13,98622,2,0,1.2,0.0,5,1,1,1,0,0,9,8,0,0,0,1,0,0,0,0,0,0,0,,3,0,0,0,0,3,0,1767887,2018,0.0,30.0,
04/28/2018,away,12973,639,Siena,9,True,0,5,-5,loss,0 - 5,102598,2,0,1.2,0.0,2,0,0,2,1,0,9,7,0,0,0,0,0,0,0,1,1,0,0,,2,2,0,0,0,3,0,1767887,2018,0.0,33.0,
05/01/2018,home,12973,698,TCU,9,True,0,4,-4,loss,0 - 4,103503,2,0,1.0,0.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,0,4,0,1767887,2018,0.0,18.0,
05/04/2018,home,12973,1004,Central Ark.,9,True,3,10,-7,loss,3 - 10,103915,2,0,1.0,0.0,0,0,0,1,1,0,4,2,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,0,0,5,1,1767887,2018,0.0,15.0,
05/06/2018,home,12973,1004,Central Ark.,9,True,4,16,-12,loss,4 - 16,104720,2,0,2.2,0.0,4,3,3,1,1,0,12,11,1,0,0,0,0,0,0,2,2,0,0,,4,2,0,0,0,2,1,1767887,2018,0.0,35.0,
05/08/2018,home,12973,432,Mississippi Val.,9,True,15,6,9,win,15 - 6,105023,2,0,1.0,0.0,1,2,2,3,2,0,8,4,0,0,0,0,1,1,0,0,0,0,0,,1,0,0,0,0,4,0,1767887,2018,0.0,38.0,
05/11/2018,away,12973,508,Northwestern St.,9,True,1,9,-8,loss,1 - 9,105301,2,0,0.2,0.0,2,1,1,1,0,0,5,4,1,0,0,0,1,0,0,2,0,0,0,,1,1,0,0,0,2,0,1767887,2018,0.0,25.0,
05/15/2018,away,12973,706,UTSA,9,True,0,5,-5,loss,0 - 5,105866,2,0,0.2,0.0,2,1,1,1,1,0,5,4,0,0,0,0,0,0,0,3,3,0,0,,0,1,0,0,0,2,0,1767887,2018,0.0,20.0,
02/02/2018,away,12973,91,Cal Poly Pomona,9,True,1,6,-5,loss,,84551,9754,0,5.0,0.0,5,2,1,2,6,0,22,20,2,0,0,0,0,0,0,0,0,0,0,,5,3,0,1,0,1,1,1878455,2018,1.0,70.0,
02/09/2018,away,12973,130,Central Mo.,9,True,4,6,-2,loss,,84938,9754,0,4.0,0.0,6,6,6,2,4,0,21,17,1,0,0,1,0,1,0,0,0,0,1,,3,5,0,1,0,1,0,1878455,2018,1.0,0.0,
02/18/2018,home,12973,1156,Neb.-Kearney,9,True,9,10,-1,loss,,85966,9754,0,5.1,0.0,8,6,5,2,4,0,24,21,2,0,0,0,1,0,0,0,0,0,1,,6,4,0,0,0,1,1,1878455,2018,1.0,0.0,
02/25/2018,away,12973,8577,N.M. Highlands,9,True,15,4,11,win,,86995,9754,0,2.0,0.0,5,2,2,0,1,0,10,9,2,0,0,0,0,0,0,0,0,0,1,,2,2,0,0,0,2,1,1878455,2018,0.0,0.0,
03/02/2018,home,12973,568,Regis (CO),9,True,16,9,7,win,,87579,9754,0,4.1,0.0,10,4,4,2,1,0,24,20,3,0,0,0,0,1,0,0,0,1,0,,7,3,1,0,0,1,1,1878455,2018,1.0,0.0,
03/09/2018,away,12973,11416,Colorado Mesa,9,True,0,2,-2,loss,,89407,9754,0,7.0,0.0,6,2,2,1,7,0,26,24,1,0,0,0,0,0,0,0,0,1,0,,9,3,0,1,0,1,1,1878455,2018,1.0,104.0,
03/16/2018,home,12973,929,Adams St.,9,True,15,3,12,win,,91196,9754,0,6.0,0.0,4,1,1,3,10,0,26,23,0,0,0,1,1,0,0,0,0,0,0,,4,3,1,0,0,1,3,1878455,2018,1.0,0.0,
03/23/2018,away,12973,11403,Colo. Christian,9,True,11,8,3,win,,92917,9754,0,4.1,0.0,6,5,5,2,4,0,20,17,3,0,0,0,0,0,0,0,0,1,0,,5,3,0,0,0,1,4,1878455,2018,1.0,84.0,
03/29/2018,home,12973,155,Colo. Sch. of Mines,9,True,6,3,3,win,,94432,9754,0,8.0,0.0,5,3,2,3,11,0,35,31,1,0,0,0,0,1,0,0,0,0,0,,8,5,1,0,0,1,2,1878455,2018,1.0,0.0,
04/13/2018,away,12973,8577,N.M. Highlands,9,True,7,8,-1,loss,,98268,9754,0,5.0,0.0,7,3,3,3,4,0,27,22,2,0,0,0,0,1,0,0,0,1,0,,5,6,0,0,0,1,3,1878455,2018,1.0,96.0,
04/22/2018,away,12973,413,MSU Denver,9,True,11,2,9,win,,101353,9754,0,7.0,0.0,5,2,2,3,5,0,29,25,2,0,0,0,1,1,0,0,0,0,0,,7,8,1,0,0,1,2,1878455,2018,1.0,105.0,
04/27/2018,home,12973,2720,CSU Pueblo,9,True,14,3,11,win,,102032,9754,0,5.0,0.0,5,0,0,2,8,0,22,20,2,0,0,0,0,0,0,0,0,0,0,,3,4,1,0,0,1,4,1878455,2018,1.0,0.0,
05/01/2018,home,12973,721,Air Force,9,True,8,5,3,win,,103592,9754,0,2.0,0.0,1,0,0,0,4,0,7,6,1,0,0,0,0,0,0,0,0,1,0,,2,0,0,0,0,1,2,1878455,2018,1.0,0.0,
03/12/2018,away,12973,0,Warner,9,True,6,7,-1,loss,,90592,30222,0,0.1,0.0,2,3,3,1,1,0,5,3,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,2,0,1980635,2018,0.0,17.0,
03/14/2018,away,12973,0,Webber Int'l,9,True,5,6,-1,loss,,91012,30222,0,2.2,0.0,3,1,1,2,3,0,13,11,0,0,0,0,0,0,0,0,0,0,0,,3,2,0,1,0,3,1,1980635,2018,0.0,52.0,
03/24/2018,home,12973,262,Grand Valley St.,9,True,0,6,-6,loss,,93429,30222,0,2.0,0.0,2,1,1,0,0,0,8,8,1,0,0,0,0,0,0,0,0,0,0,,3,3,0,0,0,2,0,1980635,2018,0.0,0.0,
03/31/2018,away,12973,510,Northwood,9,True,7,8,-1,loss,,95604,30222,0,1.0,0.0,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,1,,2,1,0,0,0,3,0,1980635,2018,0.0,0.0,
04/14/2018,away,12973,591,Saginaw Valley,9,True,10,8,2,win,,99010,30222,0,0.1,0.0,2,4,2,1,0,0,5,4,1,0,0,0,1,0,0,0,0,0,0,,1,0,0,0,0,4,0,1980635,2018,0.0,0.0,
04/21/2018,away,12973,35,Ashland,9,True,0,11,-11,loss,,101011,30222,0,1.2,0.0,1,0,0,1,2,0,7,6,0,0,0,0,0,0,0,0,0,0,0,,2,1,0,0,0,2,0,1980635,2018,0.0,24.0,
02/17/2018,away,12973,277,Hawaii,9,True,1,4,-3,loss,1 - 4,85473,721,0,1.1,0.0,1,0,0,0,2,0,5,5,0,0,0,0,0,0,0,3,0,0,0,,1,1,0,0,0,3,1,1769416,2018,0.0,0.0,
02/18/2018,away,12973,277,Hawaii,9,True,1,2,-1,loss,1 - 2,85883,721,0,1.2,0.0,0,0,0,1,3,0,6,4,0,0,0,0,0,0,0,0,0,1,0,,2,0,0,0,0,2,1,1769416,2018,0.0,0.0,
02/25/2018,home,12973,726,Navy,16,True,11,10,1,win,11 - 10,87051,721,0,3.0,0.0,2,0,0,2,2,0,11,9,1,0,0,0,0,0,0,0,0,0,0,,3,2,1,0,0,5,0,1769416,2018,0.0,41.0,
03/04/2018,away,12973,1045,DBU,10,True,6,0,6,win,6 - 0,88320,721,0,2.1,0.0,2,0,0,3,2,0,11,8,0,0,0,0,0,0,0,1,0,0,0,,4,0,0,0,0,2,0,1769416,2018,0.0,43.0,
03/07/2018,home,12973,649,South Dakota St.,9,True,11,7,4,win,11 - 7,89104,721,0,1.0,0.0,1,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,4,0,1769416,2018,0.0,0.0,
03/09/2018,away,12973,626,San Diego St.,9,True,2,3,-1,loss,2 - 3,89488,721,0,0.2,0.0,1,1,1,1,1,0,5,3,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,1,0,2,0,1769416,2018,0.0,22.0,
03/13/2018,home,12973,929,Adams St.,9,True,7,6,1,win,7 - 6,90841,721,0,1.2,0.0,1,0,0,1,1,0,7,5,0,0,0,0,0,0,0,1,1,1,0,,2,2,1,0,0,3,0,1769416,2018,0.0,25.0,
03/17/2018,home,12973,465,UNLV,9,True,15,19,-4,loss,15 - 19,91591,721,0,0.2,0.0,3,4,4,1,0,0,5,4,2,0,0,0,0,0,0,3,2,0,0,,1,0,0,1,0,3,0,1769416,2018,0.0,18.0,
03/18/2018,home,12973,465,UNLV,9,True,15,12,3,win,15 - 12,92142,721,0,2.0,0.0,2,0,0,1,2,0,9,8,0,0,0,0,0,0,0,2,2,0,0,,3,1,0,0,0,5,1,1769416,2018,0.0,39.0,
03/20/2018,away,12973,502,Northern Colo.,9,True,12,6,6,win,12 - 6,92576,721,0,1.0,0.0,3,3,1,0,1,0,7,6,0,0,0,0,4,0,0,1,1,1,0,,2,0,1,0,0,2,0,1769416,2018,0.0,0.0,
03/24/2018,away,12973,473,New Mexico,10,True,11,12,-1,loss,11 - 12,93147,721,0,1.0,0.0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,2,2,1,0,,2,1,0,0,0,4,0,1769416,2018,0.0,13.0,
03/25/2018,away,12973,473,New Mexico,9,True,4,7,-3,loss,4 - 7,93579,721,0,0.2,0.0,4,2,2,1,0,0,7,5,2,0,0,0,0,0,0,1,1,1,0,,2,0,0,0,0,2,0,1769416,2018,0.0,14.0,
03/29/2018,home,12973,630,San Jose St.,9,True,5,4,1,win,5 - 4,94476,721,0,0.2,0.0,1,0,0,0,0,0,3,3,1,0,0,0,0,0,0,2,2,0,0,,2,0,0,0,1,2,0,1769416,2018,0.0,8.0,
04/03/2018,away,12973,30024,Utah Valley,9,True,4,5,-1,loss,4 - 5,95800,721,0,2.0,0.0,2,1,1,0,5,0,8,8,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,3,0,1769416,2018,0.0,30.0,
04/07/2018,home,12973,626,San Diego St.,9,True,12,7,5,win,12 - 7,96741,721,0,2.0,0.0,2,0,0,1,1,0,9,8,0,0,0,0,0,0,0,0,0,0,0,,4,1,0,0,0,4,1,1769416,2018,0.0,42.0,
04/10/2018,away,12973,1356,Seattle U,9,True,1,4,-3,loss,1 - 4,97745,721,0,1.0,0.0,2,2,2,1,1,0,6,5,1,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,2,0,1769416,2018,0.0,0.0,
04/13/2018,away,12973,465,UNLV,9,True,3,6,-3,loss,3 - 6,98144,721,0,2.0,0.0,4,2,2,0,4,0,9,9,2,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,2,1,1769416,2018,0.0,48.0,
04/15/2018,away,12973,465,UNLV,9,True,7,10,-3,loss,7 - 10,99183,721,0,1.0,0.0,2,1,1,0,2,0,5,4,2,0,0,0,0,0,0,0,0,1,0,,1,0,0,0,0,4,0,1769416,2018,0.0,11.0,
04/22/2018,home,12973,466,Nevada,9,True,11,6,5,win,11 - 6,101391,721,0,2.0,0.0,1,1,1,0,1,0,7,7,0,0,0,1,0,0,0,0,0,0,0,,2,3,0,0,0,4,0,1769416,2018,0.0,17.0,
04/29/2018,away,12973,96,Fresno St.,9,True,0,10,-10,loss,0 - 10,103083,721,0,1.0,0.0,3,3,0,0,2,0,7,7,2,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,4,1,1769416,2018,0.0,23.0,
05/06/2018,home,12973,136,Chicago St.,9,True,17,7,10,win,17 - 7,104689,721,0,4.0,0.0,6,5,5,1,4,0,19,16,1,0,0,0,0,0,0,0,0,1,1,,5,3,0,0,0,1,2,1769416,2018,1.0,70.0,
05/11/2018,home,12973,473,New Mexico,9,True,6,7,-1,loss,6 - 7,105281,721,0,1.2,0.0,2,0,0,1,0,0,9,6,0,0,0,0,0,1,1,2,1,1,0,,3,2,0,0,0,5,0,1769416,2018,0.0,30.0,
05/12/2018,home,12973,473,New Mexico,9,True,12,13,-1,loss,12 - 13,105533,721,0,0.1,0.0,0,0,0,2,1,0,4,1,0,0,0,0,0,1,1,1,1,0,0,,0,0,0,0,0,5,0,1769416,2018,0.0,23.0,
05/15/2018,home,12973,502,Northern Colo.,9,True,11,18,-7,loss,11 - 18,105892,721,0,2.0,0.0,1,0,0,2,1,0,9,7,0,0,0,0,0,0,0,0,0,0,0,,2,3,0,0,0,4,0,1769416,2018,0.0,42.0,
03/29/2018,away,12973,624,Sam Houston,9,True,1,10,-9,loss,1 - 10,94536,2,0,1.0,0.0,1,0,0,1,1,0,6,4,0,0,0,0,0,1,0,0,0,0,0,,0,2,0,0,0,4,0,1997707,2018,0.0,22.0,
04/04/2018,away,12973,553,Prairie View,9,True,16,0,16,win,16 - 0,95977,2,0,2.0,0.0,1,0,0,2,2,0,9,7,0,0,0,0,0,0,0,0,0,0,0,,2,2,0,0,0,2,2,1997707,2018,0.0,36.0,
04/13/2018,home,12973,287,Houston Baptist,9,True,20,23,-3,loss,20 - 23,98262,2,0,0.1,0.0,1,1,1,0,0,0,2,2,0,0,0,1,0,0,0,1,1,0,0,,1,0,0,0,0,5,0,1997707,2018,0.0,5.0,
04/14/2018,home,12973,287,Houston Baptist,9,True,5,13,-8,loss,5 - 13,98622,2,0,0.1,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,4,0,1997707,2018,0.0,5.0,
04/24/2018,away,12973,697,Texas A&M,9,True,2,8,-6,loss,2 - 8,101598,2,0,1.2,0.0,0,0,0,1,0,0,5,4,0,0,0,0,0,0,0,2,0,0,0,,1,3,0,0,0,4,0,1997707,2018,0.0,17.0,
05/01/2018,home,12973,698,TCU,9,True,0,4,-4,loss,0 - 4,103503,2,0,1.0,0.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,5,0,1997707,2018,0.0,16.0,
05/04/2018,home,12973,1004,Central Ark.,9,True,3,10,-7,loss,3 - 10,103915,2,0,0.2,0.0,2,4,4,2,0,0,8,5,0,0,0,0,0,1,0,0,0,0,0,,0,2,0,0,0,3,0,1997707,2018,0.0,22.0,
05/08/2018,home,12973,432,Mississippi Val.,9,True,15,6,9,win,15 - 6,105023,2,0,2.0,0.0,2,1,0,0,2,0,8,8,1,0,0,0,2,0,0,0,0,0,0,,1,2,0,0,0,3,1,1997707,2018,0.0,35.0,
05/11/2018,away,12973,508,Northwestern St.,9,True,1,9,-8,loss,1 - 9,105301,2,0,1.0,0.0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,2,0,0,0,,1,0,0,0,0,3,0,1997707,2018,0.0,7.0,
05/13/2018,away,12973,508,Northwestern St.,9,True,1,6,-5,loss,1 - 6,105779,2,0,2.0,0.0,2,3,2,1,1,0,10,9,0,0,0,1,0,0,0,0,0,0,0,,2,3,0,0,0,2,0,1997707,2018,0.0,33.0,
05/18/2018,home,12973,26172,A&M-Corpus Christi,9,True,2,9,-7,loss,2 - 9,106184,2,0,2.1,0.0,1,1,0,1,1,0,10,8,0,0,0,0,0,1,0,1,0,0,0,,2,3,0,0,0,2,0,1997707,2018,0.0,35.0,
